Date,Adj Close
1997-10-20,2511.08
1997-10-21,2517.87
1997-10-22,2487.68
1997-10-23,2417.67
1997-10-24,2410.36
1997-10-27,2353.20
1997-10-28,2296.37
1997-10-30,2323.91
1997-10-31,2341.53
1997-11-03,2368.43
1997-11-04,2366.07
1997-11-05,2371.48
1997-11-06,2353.55
1997-11-07,2310.75
1997-11-10,2327.46
1997-11-11,2321.88
1997-11-12,2287.98
1997-11-13,2282.58
1997-11-14,2296.86
1997-11-17,2349.40
1997-11-18,2340.74
1997-11-19,2335.50
1997-11-20,2367.12
1997-11-21,2399.52
1997-11-24,2363.66
1997-11-25,2348.59
1997-11-26,2361.37
1997-11-27,2361.16
1997-11-28,2338.76
1997-12-01,2373.83
1997-12-02,2396.58
1997-12-03,2396.26
1997-12-04,2442.84
1997-12-05,2469.03
1997-12-08,2489.27
1997-12-09,2485.31
1997-12-10,2466.04
1997-12-11,2427.65
1997-12-12,2431.69
1997-12-15,2461.99
1997-12-16,2493.14
1997-12-17,2488.16
1997-12-18,2477.37
1997-12-19,2416.61
1997-12-22,2415.51
1997-12-23,2428.26
1997-12-24,2413.46
1997-12-29,2455.25
1997-12-30,2466.51
1997-12-31,2469.66
1998-01-02,2494.29
1998-01-05,2523.19
1998-01-06,2526.89
1998-01-07,2512.12
1998-01-08,2518.28
1998-01-09,2478.21
1998-01-12,2444.74
1998-01-13,2452.29
1998-01-14,2461.93
1998-01-15,2484.25
1998-01-16,2521.88
1998-01-19,2527.92
1998-01-20,2528.58
1998-01-21,2526.74
1998-01-22,2518.04
1998-01-23,2489.44
1998-01-26,2510.03
1998-01-27,2544.27
1998-01-28,2565.26
1998-01-29,2586.54
1998-01-30,2602.88
1998-02-02,2659.35
1998-02-03,2668.39
1998-02-04,2663.69
1998-02-05,2669.80
1998-02-06,2680.30
1998-02-09,2669.82
1998-02-10,2675.50
1998-02-11,2673.87
1998-02-12,2651.51
1998-02-13,2663.75
1998-02-16,2678.58
1998-02-17,2715.06
1998-02-18,2721.21
1998-02-19,2719.49
1998-02-20,2733.64
1998-02-23,2716.07
1998-02-24,2695.57
1998-02-25,2735.20
1998-02-26,2748.79
1998-02-27,2756.44
1998-03-02,2782.43
1998-03-03,2780.01
1998-03-04,2749.67
1998-03-05,2731.06
1998-03-06,2767.35
1998-03-09,2782.09
1998-03-10,2788.65
1998-03-11,2792.07
1998-03-12,2780.38
1998-03-13,2777.49
1998-03-16,2779.56
1998-03-17,2802.43
1998-03-18,2831.37
1998-03-19,2872.25
1998-03-20,2860.78
1998-03-23,2858.09
1998-03-24,2872.21
1998-03-25,2868.04
1998-03-26,2840.92
1998-03-27,2855.82
1998-03-30,2844.65
1998-03-31,2852.29
1998-04-01,2886.54
1998-04-02,2901.27
1998-04-03,2906.96
1998-04-06,2923.29
1998-04-07,2917.62
1998-04-08,2899.89
1998-04-09,2920.36
1998-04-14,2921.01
1998-04-15,2909.70
1998-04-16,2880.66
1998-04-17,2847.79
1998-04-20,2861.00
1998-04-21,2862.94
1998-04-22,2856.24
1998-04-23,2846.60
1998-04-24,2832.87
1998-04-27,2774.07
1998-04-28,2807.38
1998-04-29,2817.83
1998-04-30,2859.12
1998-05-01,2895.24
1998-05-05,2888.73
1998-05-06,2893.30
1998-05-07,2871.73
1998-05-08,2887.87
1998-05-11,2913.76
1998-05-12,2886.46
1998-05-13,2893.69
1998-05-14,2884.79
1998-05-15,2873.01
1998-05-18,2836.70
1998-05-19,2857.12
1998-05-20,2871.61
1998-05-21,2885.46
1998-05-22,2897.41
1998-05-26,2905.54
1998-05-27,2862.32
1998-05-28,2860.92
1998-05-29,2864.49
1998-06-01,2851.38
1998-06-02,2853.01
1998-06-03,2877.21
1998-06-04,2862.53
1998-06-05,2897.75
1998-06-08,2935.77
1998-06-09,2929.29
1998-06-10,2913.74
1998-06-11,2858.84
1998-06-12,2821.08
1998-06-15,2789.30
1998-06-16,2790.42
1998-06-17,2829.07
1998-06-18,2818.66
1998-06-19,2787.75
1998-06-22,2770.30
1998-06-23,2788.85
1998-06-24,2801.39
1998-06-25,2824.65
1998-06-26,2831.40
1998-06-29,2834.09
1998-06-30,2812.03
1998-07-01,2849.27
1998-07-02,2867.34
1998-07-03,2881.02
1998-07-06,2882.04
1998-07-07,2888.56
1998-07-08,2892.77
1998-07-09,2878.13
1998-07-10,2861.97
1998-07-13,2874.05
1998-07-14,2931.81
1998-07-15,2955.70
1998-07-16,2941.99
1998-07-17,2965.11
1998-07-20,2967.60
1998-07-21,2948.85
1998-07-22,2888.38
1998-07-23,2874.99
1998-07-24,2837.06
1998-07-27,2812.80
1998-07-28,2810.76
1998-07-29,2811.35
1998-07-30,2841.01
1998-07-31,2811.77
1998-08-03,2797.74
1998-08-04,2768.47
1998-08-05,2716.14
1998-08-06,2700.03
1998-08-07,2735.11
1998-08-10,2696.88
1998-08-11,2626.36
1998-08-12,2639.00
1998-08-13,2608.69
1998-08-14,2633.23
1998-08-17,2633.71
1998-08-18,2707.07
1998-08-19,2726.06
1998-08-20,2714.64
1998-08-21,2631.76
1998-08-24,2660.20
1998-08-25,2703.99
1998-08-26,2653.91
1998-08-27,2572.49
1998-08-28,2515.13
1998-09-01,2468.64
1998-09-02,2502.84
1998-09-03,2450.80
1998-09-04,2471.19
1998-09-07,2549.91
1998-09-08,2554.21
1998-09-09,2541.94
1998-09-10,2467.62
1998-09-11,2455.41
1998-09-14,2518.10
1998-09-15,2521.99
1998-09-16,2529.24
1998-09-17,2460.08
1998-09-18,2425.87
1998-09-21,2391.46
1998-09-22,2437.91
1998-09-23,2481.25
1998-09-24,2464.10
1998-09-25,2417.21
1998-09-28,2432.28
1998-09-29,2439.12
1998-09-30,2419.93
1998-10-01,2348.71
1998-10-02,2277.24
1998-10-05,2233.50
1998-10-06,2321.42
1998-10-07,2309.93
1998-10-08,2248.49
1998-10-09,2301.24
1998-10-12,2393.34
1998-10-13,2376.45
1998-10-14,2397.09
1998-10-15,2409.96
1998-10-16,2448.96
1998-10-19,2427.88
1998-10-20,2502.08
1998-10-21,2484.85
1998-10-22,2495.71
1998-10-23,2490.30
1998-10-26,2497.03
1998-10-27,2541.23
1998-10-28,2526.63
1998-10-29,2553.63
1998-10-30,2592.41
1998-11-02,2633.88
1998-11-03,2627.50
1998-11-04,2680.06
1998-11-05,2619.53
1998-11-06,2625.16
1998-11-09,2601.89
1998-11-10,2595.77
1998-11-11,2613.24
1998-11-12,2599.68
1998-11-13,2603.62
1998-11-16,2623.18
1998-11-17,2617.68
1998-11-18,2603.75
1998-11-19,2657.97
1998-11-20,2705.83
1998-11-23,2762.97
1998-11-24,2745.19
1998-11-25,2728.40
1998-11-26,2758.47
1998-11-27,2763.58
1998-11-30,2721.63
1998-12-01,2632.56
1998-12-02,2619.03
1998-12-03,2638.01
1998-12-04,2643.73
1998-12-07,2641.92
1998-12-08,2657.73
1998-12-09,2680.74
1998-12-10,2677.44
1998-12-11,2626.55
1998-12-14,2620.92
1998-12-15,2627.57
1998-12-16,2657.42
1998-12-17,2679.76
1998-12-18,2703.61
1998-12-21,2760.02
1998-12-22,2748.61
1998-12-23,2777.76
1998-12-24,2762.53
1998-12-29,2794.84
1998-12-30,2772.36
1999-01-04,2770.79
1999-01-05,2803.94
1999-01-06,2886.59
1999-01-07,2867.76
1999-01-08,2888.70
1999-01-12,2843.34
1999-01-13,2761.08
1999-01-14,2748.97
1999-01-15,2795.94
1999-01-18,2873.12
1999-01-19,2832.07
1999-01-20,2864.15
1999-01-21,2830.04
1999-01-22,2761.61
1999-01-25,2770.02
1999-01-26,2773.77
1999-01-27,2774.09
1999-01-28,2777.34
1999-01-29,2792.38
1999-02-01,2847.38
1999-02-02,2855.70
1999-02-03,2826.43
1999-02-04,2827.94
1999-02-05,2792.19
1999-02-08,2783.50
1999-02-09,2759.07
1999-02-10,2753.48
1999-02-11,2803.44
1999-02-12,2828.45
1999-02-15,2856.64
1999-02-16,2892.90
1999-02-17,2878.53
1999-02-18,2875.39
1999-02-19,2859.49
1999-02-22,2875.67
1999-02-23,2910.37
1999-02-24,2974.37
1999-02-25,2934.32
1999-02-26,2923.61
1999-03-01,2878.65
1999-03-02,2880.41
1999-03-03,2876.04
1999-03-04,2899.72
1999-03-05,2944.31
1999-03-08,2946.58
1999-03-09,2959.54
1999-03-10,2963.90
1999-03-11,3008.88
1999-03-12,2993.18
1999-03-15,2959.36
1999-03-16,2957.47
1999-03-17,2929.94
1999-03-18,2917.51
1999-03-19,2940.35
1999-03-22,2935.09
1999-03-23,2897.06
1999-03-24,2876.07
1999-03-25,2905.73
1999-03-26,2926.70
1999-03-29,2973.66
1999-03-30,2978.71
1999-03-31,2991.17
1999-04-01,3003.25
1999-04-06,3037.87
1999-04-07,3064.68
1999-04-08,3051.73
1999-04-09,3069.93
1999-04-12,3056.79
1999-04-13,3088.55
1999-04-14,3084.44
1999-04-15,3079.20
1999-04-16,3068.27
1999-04-19,3110.85
1999-04-20,3024.09
1999-04-21,3021.35
1999-04-22,3065.10
1999-04-23,3070.27
1999-04-26,3101.07
1999-04-27,3139.01
1999-04-28,3141.50
1999-04-29,3100.91
1999-04-30,3125.65
1999-05-04,3121.08
1999-05-05,3064.51
1999-05-06,3069.24
1999-05-07,3047.49
1999-05-10,3043.05
1999-05-11,3055.50
1999-05-12,3037.78
1999-05-13,3084.36
1999-05-14,3016.99
1999-05-17,2957.47
1999-05-18,2974.36
1999-05-19,2999.81
1999-05-20,3042.01
1999-05-21,3034.61
1999-05-24,3021.41
1999-05-25,2987.38
1999-05-26,2982.20
1999-05-27,2968.37
1999-05-28,2976.85
1999-06-01,2988.81
1999-06-02,3013.28
1999-06-03,3032.88
1999-06-04,3039.84
1999-06-07,3062.77
1999-06-08,3071.37
1999-06-09,3080.41
1999-06-10,3061.35
1999-06-11,3095.94
1999-06-14,3073.88
1999-06-15,3083.21
1999-06-16,3108.47
1999-06-17,3106.40
1999-06-18,3121.14
1999-06-21,3145.49
1999-06-22,3132.02
1999-06-23,3107.94
1999-06-24,3074.51
1999-06-25,3080.02
1999-06-28,3068.20
1999-06-29,3026.90
1999-06-30,3032.08
1999-07-01,3104.34
1999-07-02,3108.58
1999-07-05,3152.38
1999-07-06,3166.86
1999-07-07,3161.54
1999-07-08,3146.17
1999-07-09,3148.72
1999-07-12,3142.68
1999-07-13,3098.84
1999-07-14,3111.09
1999-07-15,3153.51
1999-07-16,3149.39
1999-07-19,3117.64
1999-07-20,3079.03
1999-07-21,3050.69
1999-07-22,3036.74
1999-07-23,2999.16
1999-07-26,2979.82
1999-07-27,3017.57
1999-07-28,3032.58
1999-07-29,2957.59
1999-07-30,3005.84
1999-08-02,3028.81
1999-08-03,3015.26
1999-08-04,3010.81
1999-08-05,2953.37
1999-08-06,2960.86
1999-08-09,2962.92
1999-08-10,2899.32
1999-08-11,2913.91
1999-08-12,2973.15
1999-08-13,3012.59
1999-08-16,3010.18
1999-08-17,2981.70
1999-08-18,2996.92
1999-08-19,2961.86
1999-08-20,2988.73
1999-08-23,3046.34
1999-08-24,3043.53
1999-08-25,3067.84
1999-08-26,3073.76
1999-08-27,3070.77
1999-08-31,3015.56
1999-09-01,3031.45
1999-09-02,2999.01
1999-09-03,3058.68
1999-09-06,3080.40
1999-09-07,3051.94
1999-09-08,3026.86
1999-09-09,3028.55
