Date,FTSE 100,FTSE 250,FTSE 350
13/03/2014,"6,553.78","16,186.23","3,593.06"
12/03/2014,"6,620.90","16,326.70","3,628.95"
11/03/2014,"6,685.52","16,481.45","3,664.21"
10/03/2014,"6,689.45","16,451.20","3,664.94"
07/03/2014,"6,712.67","16,559.45","3,679.48"
06/03/2014,"6,788.49","16,671.75","3,718.38"
05/03/2014,"6,775.42","16,614.35","3,710.32"
04/03/2014,"6,823.77","16,698.90","3,735.58"
03/03/2014,"6,708.35","16,374.84","3,670.92"
28/02/2014,"6,809.70","16,726.00","3,730.07"
27/02/2014,"6,810.27","16,523.02","3,723.11"
26/02/2014,"6,799.15","16,471.66","3,716.16"
25/02/2014,"6,830.50","16,527.88","3,732.60"
24/02/2014,"6,865.86","16,539.29","3,749.32"
21/02/2014,"6,838.06","16,460.88","3,733.74"
20/02/2014,"6,812.99","16,368.83","3,718.95"
19/02/2014,"6,796.71","16,347.33","3,710.68"
18/02/2014,"6,796.43","16,342.07","3,710.37"
17/02/2014,"6,736.00","16,244.71","3,679.04"
14/02/2014,"6,663.62","16,110.62","3,640.92"
13/02/2014,"6,659.42","16,029.39","3,636.15"
12/02/2014,"6,675.03","16,079.18","3,645.10"
11/02/2014,"6,672.66","16,078.28","3,643.97"
10/02/2014,"6,591.55","15,910.72","3,600.64"
07/02/2014,"6,571.68","15,865.12","3,589.87"
06/02/2014,"6,558.28","15,789.91","3,581.07"
05/02/2014,"6,457.89","15,561.38","3,526.71"
04/02/2014,"6,449.27","15,540.28","3,521.99"
03/02/2014,"6,465.66","15,558.23","3,530.19"
31/01/2014,"6,510.44","15,674.37","3,554.93"
30/01/2014,"6,538.45","15,701.80","3,568.84"
29/01/2014,"6,544.28","15,688.31","3,571.06"
28/01/2014,"6,572.33","15,715.83","3,584.99"
27/01/2014,"6,550.66","15,528.21","3,568.46"
24/01/2014,"6,663.74","15,703.44","3,626.85"
23/01/2014,"6,773.28","15,980.13","3,687.11"
22/01/2014,"6,826.33","16,147.17","3,717.43"
21/01/2014,"6,834.26","16,144.20","3,721.00"
20/01/2014,"6,836.73","16,227.11","3,725.02"
17/01/2014,"6,829.30","16,187.09","3,720.20"
16/01/2014,"6,815.42","16,209.65","3,714.56"
15/01/2014,"6,819.86","16,292.94","3,719.50"
14/01/2014,"6,766.86","16,236.02","3,693.02"
13/01/2014,"6,757.15","16,254.80","3,689.19"
10/01/2014,"6,739.94","16,191.73","3,679.04"
09/01/2014,"6,691.34","15,948.97","3,648.12"
08/01/2014,"6,721.78","16,001.74","3,664.02"
07/01/2014,"6,755.45","16,069.19","3,681.93"
06/01/2014,"6,730.73","16,049.30","3,669.82"
03/01/2014,"6,730.67","16,020.47","3,668.78"
02/01/2014,"6,717.91","15,919.09","3,659.34"
31/12/2013,"6,749.09","15,935.35","3,674.32"
30/12/2013,"6,731.27","15,900.74","3,664.88"
27/12/2013,"6,750.87","15,878.10","3,673.14"
24/12/2013,"6,694.17","15,783.04","3,643.63"
23/12/2013,"6,678.61","15,741.67","3,634.99"
20/12/2013,"6,606.58","15,636.59","3,598.05"
19/12/2013,"6,584.70","15,589.95","3,586.31"
18/12/2013,"6,492.08","15,366.70","3,535.73"
17/12/2013,"6,486.19","15,348.56","3,532.38"
16/12/2013,"6,522.20","15,384.58","3,550.29"
13/12/2013,"6,439.96","15,233.46","3,507.00"
12/12/2013,"6,445.25","15,211.54","3,508.70"
11/12/2013,"6,507.72","15,396.12","3,543.99"
10/12/2013,"6,523.31","15,410.79","3,551.71"
09/12/2013,"6,559.48","15,391.79","3,567.79"
06/12/2013,"6,551.99","15,317.05","3,561.74"
05/12/2013,"6,498.33","15,157.70","3,531.40"
04/12/2013,"6,509.97","15,127.95","3,535.76"
03/12/2013,"6,532.43","15,153.14","3,547.03"
02/12/2013,"6,595.33","15,334.75","3,582.41"
29/11/2013,"6,650.57","15,466.56","3,612.53"
28/11/2013,"6,654.47","15,431.80","3,613.14"
27/11/2013,"6,649.47","15,406.67","3,609.95"
26/11/2013,"6,636.22","15,306.13","3,600.35"
25/11/2013,"6,694.62","15,299.92","3,627.16"
22/11/2013,"6,674.30","15,187.68","3,613.87"
21/11/2013,"6,681.33","15,148.50","3,615.77"
20/11/2013,"6,681.08","15,178.75","3,616.71"
19/11/2013,"6,698.01","15,265.60","3,627.54"
18/11/2013,"6,723.46","15,290.48","3,640.18"
15/11/2013,"6,693.44","15,246.58","3,624.77"
14/11/2013,"6,666.13","15,257.93","3,612.52"
13/11/2013,"6,630.00","15,179.84","3,593.10"
12/11/2013,"6,726.79","15,369.08","3,644.44"
11/11/2013,"6,728.37","15,420.36","3,646.94"
08/11/2013,"6,708.42","15,342.03","3,635.00"
07/11/2013,"6,697.22","15,389.52","3,631.46"
06/11/2013,"6,741.69","15,403.83","3,652.53"
05/11/2013,"6,746.84","15,367.61","3,653.67"
04/11/2013,"6,763.62","15,468.40","3,664.91"
01/11/2013,"6,734.74","15,455.69","3,651.11"
31/10/2013,"6,731.43","15,479.95","3,650.42"
30/10/2013,"6,777.70","15,582.96","3,675.39"
29/10/2013,"6,774.73","15,535.51","3,672.37"
28/10/2013,"6,725.82","15,428.79","3,646.05"
25/10/2013,"6,721.34","15,491.63","3,646.15"
24/10/2013,"6,713.18","15,526.93","3,643.59"
23/10/2013,"6,674.48","15,494.97","3,624.58"
22/10/2013,"6,695.66","15,512.49","3,634.99"
21/10/2013,"6,654.20","15,521.98","3,616.12"
18/10/2013,"6,622.58","15,391.18","3,596.97"
17/10/2013,"6,576.16","15,231.91","3,569.98"
16/10/2013,"6,571.59","15,216.60","3,567.34"
15/10/2013,"6,549.11","15,128.44","3,553.89"
14/10/2013,"6,507.65","15,057.43","3,532.24"
11/10/2013,"6,487.19","14,969.83","3,519.74"
10/10/2013,"6,430.49","14,896.61","3,490.97"
09/10/2013,"6,337.91","14,638.00","3,439.19"
08/10/2013,"6,365.83","14,667.64","3,453.13"
07/10/2013,"6,437.28","14,770.99","3,489.78"
04/10/2013,"6,453.88","14,839.22","3,499.82"
03/10/2013,"6,449.04","14,853.04","3,498.05"
02/10/2013,"6,437.50","14,891.26","3,494.03"
01/10/2013,"6,460.01","14,966.40","3,507.05"
30/09/2013,"6,462.22","14,908.18","3,506.06"
27/09/2013,"6,512.66","14,924.88","3,529.98"
26/09/2013,"6,565.59","15,009.41","3,557.40"
25/09/2013,"6,551.53","15,028.75","3,551.56"
24/09/2013,"6,571.46","15,063.23","3,561.98"
23/09/2013,"6,557.37","14,920.90","3,550.55"
20/09/2013,"6,596.43","15,032.27","3,572.47"
19/09/2013,"6,625.39","15,137.10","3,589.49"
18/09/2013,"6,558.82","15,089.22","3,557.02"
17/09/2013,"6,570.17","15,152.26","3,564.45"
16/09/2013,"6,622.86","15,292.03","3,593.67"
13/09/2013,"6,583.80","15,220.09","3,573.10"
12/09/2013,"6,588.98","15,192.07","3,574.53"
11/09/2013,"6,588.43","15,245.78","3,576.13"
10/09/2013,"6,583.99","15,270.73","3,574.94"
09/09/2013,"6,530.74","15,092.86","3,544.15"
06/09/2013,"6,547.33","15,048.28","3,550.28"
05/09/2013,"6,532.44","14,977.34","3,540.94"
04/09/2013,"6,474.74","14,851.53","3,509.89"
03/09/2013,"6,468.41","14,861.46","3,507.30"
02/09/2013,"6,506.19","14,875.48","3,525.27"
30/08/2013,"6,412.93","14,625.18","3,473.45"
29/08/2013,"6,483.05","14,735.80","3,509.73"
28/08/2013,"6,430.06","14,625.76","3,481.40"
27/08/2013,"6,440.97","14,767.99","3,491.37"
23/08/2013,"6,492.10","14,953.10","3,521.43"
22/08/2013,"6,446.87","14,853.59","3,497.06"
21/08/2013,"6,390.84","14,743.05","3,467.31"
20/08/2013,"6,453.46","14,774.07","3,497.36"
19/08/2013,"6,465.73","14,865.21","3,506.19"
16/08/2013,"6,499.99","14,834.57","3,520.99"
15/08/2013,"6,483.34","14,693.00","3,508.39"
14/08/2013,"6,587.43","15,086.34","3,570.16"
13/08/2013,"6,611.94","15,100.82","3,582.00"
12/08/2013,"6,574.34","15,076.89","3,563.77"
09/08/2013,"6,583.39","15,125.39","3,569.64"
08/08/2013,"6,529.68","15,086.21","3,543.42"
07/08/2013,"6,511.21","14,970.05","3,530.86"
06/08/2013,"6,604.21","15,115.10","3,578.92"
05/08/2013,"6,619.58","15,197.18","3,588.87"
02/08/2013,"6,647.87","15,131.97","3,599.71"
01/08/2013,"6,681.98","15,061.21","3,613.05"
31/07/2013,"6,621.06","14,872.86","3,578.35"
30/07/2013,"6,570.95","14,829.92","3,553.67"
29/07/2013,"6,560.25","14,737.40","3,545.52"
26/07/2013,"6,554.79","14,725.57","3,542.59"
25/07/2013,"6,587.95","14,767.89","3,559.40"
24/07/2013,"6,620.43","14,835.13","3,576.75"
23/07/2013,"6,597.44","14,822.21","3,565.66"
22/07/2013,"6,623.17","14,849.57","3,578.52"
19/07/2013,"6,630.67","14,814.90","3,580.80"
18/07/2013,"6,634.36","14,819.80","3,582.67"
17/07/2013,"6,571.93","14,724.28","3,550.48"
16/07/2013,"6,556.35","14,682.24","3,541.81"
15/07/2013,"6,586.11","14,761.99","3,558.34"
12/07/2013,"6,544.94","14,699.38","3,537.12"
11/07/2013,"6,543.41","14,640.95","3,534.40"
10/07/2013,"6,504.96","14,531.23","3,512.81"
09/07/2013,"6,513.08","14,620.58","3,519.65"
08/07/2013,"6,450.07","14,473.22","3,485.40"
05/07/2013,"6,375.52","14,266.42","3,443.75"
04/07/2013,"6,421.67","14,319.03","3,466.93"
03/07/2013,"6,229.87","13,967.46","3,366.01"
02/07/2013,"6,303.94","14,009.94","3,401.77"
01/07/2013,"6,307.78","14,030.67","3,404.26"
28/06/2013,"6,215.47","13,798.22","3,353.50"
27/06/2013,"6,243.40","13,802.55","3,366.58"
26/06/2013,"6,165.48","13,609.07","3,323.83"
25/06/2013,"6,101.91","13,458.57","3,289.21"
24/06/2013,"6,029.10","13,272.23","3,249.08"
21/06/2013,"6,116.17","13,544.94","3,298.79"
20/06/2013,"6,159.51","13,667.38","3,323.09"
19/06/2013,"6,348.82","14,010.36","3,422.55"
18/06/2013,"6,374.21","13,994.39","3,433.73"
17/06/2013,"6,330.49","13,907.35","3,410.49"
14/06/2013,"6,308.26","13,822.44","3,397.26"
13/06/2013,"6,304.63","13,677.87","3,390.56"
12/06/2013,"6,299.45","13,764.53","3,391.17"
11/06/2013,"6,340.08","13,806.10","3,411.41"
10/06/2013,"6,400.45","14,025.19","3,446.94"
07/06/2013,"6,411.99","14,005.01","3,451.57"
06/06/2013,"6,336.11","13,840.18","3,410.76"
05/06/2013,"6,419.31","13,996.88","3,454.68"
04/06/2013,"6,558.58","14,259.40","3,528.20"
03/06/2013,"6,525.12","14,233.61","3,511.83"
31/05/2013,"6,583.09","14,350.92","3,542.71"
30/05/2013,"6,656.99","14,442.74","3,580.09"
29/05/2013,"6,627.17","14,389.56","3,564.45"
28/05/2013,"6,762.01","14,622.40","3,634.90"
24/05/2013,"6,654.34","14,393.01","3,577.14"
23/05/2013,"6,696.79","14,507.72","3,600.75"
22/05/2013,"6,840.27","14,824.14","3,678.09"
21/05/2013,"6,803.87","14,805.45","3,660.60"
20/05/2013,"6,755.63","14,720.92","3,635.35"
17/05/2013,"6,723.06","14,693.06","3,619.32"
16/05/2013,"6,687.80","14,566.54","3,598.63"
15/05/2013,"6,693.55","14,476.01","3,598.15"
14/05/2013,"6,686.06","14,377.69","3,591.28"
13/05/2013,"6,631.76","14,299.90","3,563.47"
10/05/2013,"6,624.98","14,315.66","3,560.87"
09/05/2013,"6,592.74","14,281.62","3,544.78"
08/05/2013,"6,583.48","14,193.28","3,537.43"
07/05/2013,"6,557.30","14,101.42","3,522.14"
03/05/2013,"6,521.46","14,106.23","3,505.72"
02/05/2013,"6,460.71","13,930.23","3,471.52"
01/05/2013,"6,451.29","14,029.35","3,470.60"
30/04/2013,"6,430.12","13,949.87","3,458.05"
29/04/2013,"6,458.02","13,992.80","3,472.44"
26/04/2013,"6,426.42","13,974.98","3,457.22"
25/04/2013,"6,442.59","14,006.13","3,465.78"
24/04/2013,"6,431.76","13,895.10","3,456.89"
23/04/2013,"6,406.12","13,817.46","3,442.33"
22/04/2013,"6,280.62","13,591.49","3,376.46"
19/04/2013,"6,286.59","13,616.72","3,380.10"
18/04/2013,"6,243.67","13,553.04","3,358.05"
17/04/2013,"6,244.21","13,531.17","3,357.53"
16/04/2013,"6,304.58","13,659.57","3,389.91"
15/04/2013,"6,343.60","13,741.61","3,410.80"
12/04/2013,"6,384.39","13,906.80","3,435.43"
11/04/2013,"6,416.14","13,968.08","3,452.24"
10/04/2013,"6,387.37","13,794.28","3,432.86"
09/04/2013,"6,313.21","13,598.30","3,391.74"
08/04/2013,"6,276.94","13,523.71","3,372.38"
05/04/2013,"6,249.78","13,480.21","3,358.31"
04/04/2013,"6,344.12","13,755.55","3,411.53"
03/04/2013,"6,420.28","13,960.20","3,453.87"
02/04/2013,"6,490.66","14,056.96","3,489.76"
28/03/2013,"6,411.74","13,923.04","3,448.62"
27/03/2013,"6,387.56","13,862.36","3,435.33"
26/03/2013,"6,399.37","13,988.14","3,445.19"
25/03/2013,"6,378.38","13,961.33","3,434.57"
22/03/2013,"6,392.76","13,957.61","3,441.07"
21/03/2013,"6,388.55","13,980.82","3,439.94"
20/03/2013,"6,432.70","14,030.68","3,462.07"
19/03/2013,"6,441.32","14,035.92","3,466.23"
18/03/2013,"6,457.92","14,089.75","3,475.78"
15/03/2013,"6,489.65","14,105.55","3,490.99"
14/03/2013,"6,529.41","14,084.00","3,508.57"
13/03/2013,"6,481.50","13,971.65","3,482.51"
12/03/2013,"6,510.62","14,019.97","3,497.65"
11/03/2013,"6,503.63","14,012.74","3,494.17"
08/03/2013,"6,483.58","14,018.79","3,485.13"
07/03/2013,"6,439.16","13,953.35","3,462.33"
06/03/2013,"6,427.64","13,923.27","3,455.96"
05/03/2013,"6,431.95","13,861.28","3,455.76"
04/03/2013,"6,345.63","13,674.53","3,409.36"
01/03/2013,"6,378.60","13,750.55","3,427.25"
28/02/2013,"6,360.81","13,704.02","3,417.40"
27/02/2013,"6,325.88","13,625.49","3,398.52"
26/02/2013,"6,270.44","13,536.04","3,369.79"
25/02/2013,"6,355.37","13,685.70","3,414.25"
22/02/2013,"6,335.70","13,668.86","3,404.58"
21/02/2013,"6,291.54","13,554.71","3,380.18"
20/02/2013,"6,395.37","13,739.94","3,434.61"
19/02/2013,"6,379.07","13,654.95","3,424.10"
18/02/2013,"6,318.19","13,498.99","3,390.52"
15/02/2013,"6,328.26","13,558.35","3,397.26"
14/02/2013,"6,327.36","13,500.47","3,394.80"
13/02/2013,"6,359.11","13,602.99","3,413.06"
12/02/2013,"6,338.38","13,476.01","3,399.03"
11/02/2013,"6,277.06","13,373.63","3,367.13"
08/02/2013,"6,263.93","13,375.25","3,361.13"
07/02/2013,"6,228.42","13,300.65","3,342.12"
06/02/2013,"6,295.34","13,341.60","3,374.44"
05/02/2013,"6,282.76","13,242.77","3,365.16"
04/02/2013,"6,246.84","13,177.02","3,346.27"
01/02/2013,"6,347.24","13,275.76","3,396.07"
31/01/2013,"6,276.88","13,030.49","3,354.98"
30/01/2013,"6,323.11","13,046.54","3,376.88"
29/01/2013,"6,339.19","13,107.56","3,386.44"
28/01/2013,"6,294.41","13,132.49","3,366.65"
25/01/2013,"6,284.45","13,136.10","3,362.18"
24/01/2013,"6,264.91","13,066.44","3,350.71"
23/01/2013,"6,197.64","12,934.40","3,315.02"
22/01/2013,"6,179.17","12,958.14","3,307.33"
21/01/2013,"6,180.98","12,994.94","3,309.46"
18/01/2013,"6,154.41","12,946.12","3,295.49"
17/01/2013,"6,132.36","12,847.61","3,281.85"
16/01/2013,"6,103.98","12,763.64","3,265.80"
15/01/2013,"6,117.31","12,774.79","3,272.34"
14/01/2013,"6,107.86","12,759.14","3,267.43"
11/01/2013,"6,121.58","12,797.83","3,275.12"
10/01/2013,"6,101.51","12,730.78","3,263.50"
09/01/2013,"6,098.65","12,709.06","3,261.42"
08/01/2013,"6,053.63","12,635.01","3,238.04"
07/01/2013,"6,064.58","12,721.99","3,246.15"
04/01/2013,"6,089.84","12,694.90","3,256.85"
03/01/2013,"6,047.34","12,651.25","3,235.71"
02/01/2013,"6,027.37","12,611.85","3,225.10"
31/12/2012,"5,897.81","12,374.97","3,156.98"
28/12/2012,"5,925.37","12,359.73","3,169.17"
27/12/2012,"5,954.30","12,397.68","3,183.85"
24/12/2012,"5,954.18","12,395.80","3,183.73"
21/12/2012,"5,939.99","12,362.38","3,176.01"
20/12/2012,"5,958.34","12,422.77","3,186.59"
19/12/2012,"5,961.59","12,402.41","3,187.39"
18/12/2012,"5,935.90","12,293.25","3,171.71"
17/12/2012,"5,912.15","12,218.58","3,158.14"
14/12/2012,"5,921.76","12,244.24","3,163.47"
13/12/2012,"5,929.61","12,211.57","3,165.96"
12/12/2012,"5,945.85","12,224.31","3,173.91"
11/12/2012,"5,924.97","12,190.58","3,163.09"
10/12/2012,"5,921.63","12,178.15","3,161.11"
07/12/2012,"5,914.40","12,187.56","3,158.10"
06/12/2012,"5,901.42","12,149.23","3,150.76"
05/12/2012,"5,892.08","12,103.11","3,144.84"
04/12/2012,"5,869.04","12,053.26","3,132.45"
03/12/2012,"5,871.24","12,027.44","3,132.57"
30/11/2012,"5,866.82","12,034.22","3,130.77"
29/11/2012,"5,870.30","12,026.57","3,132.11"
28/11/2012,"5,803.28","11,890.61","3,096.39"
27/11/2012,"5,799.71","11,867.18","3,093.93"
26/11/2012,"5,786.72","11,843.60","3,087.11"
23/11/2012,"5,819.14","11,888.93","3,103.67"
22/11/2012,"5,791.03","11,861.74","3,089.73"
21/11/2012,"5,752.03","11,783.32","3,068.97"
20/11/2012,"5,748.10","11,820.83","3,068.46"
19/11/2012,"5,737.66","11,744.79","3,060.99"
16/11/2012,"5,605.59","11,576.98","2,994.10"
15/11/2012,"5,677.75","11,683.50","3,031.16"
14/11/2012,"5,722.01","11,718.65","3,052.84"
13/11/2012,"5,786.25","11,797.22","3,085.28"
12/11/2012,"5,767.27","11,803.30","3,076.71"
09/11/2012,"5,769.68","11,842.42","3,079.18"
08/11/2012,"5,776.05","11,895.66","3,083.98"
07/11/2012,"5,791.63","11,961.32","3,093.46"
06/11/2012,"5,884.90","12,081.55","3,140.76"
05/11/2012,"5,839.06","12,030.46","3,117.80"
02/11/2012,"5,868.55","12,120.83","3,134.57"
01/11/2012,"5,861.92","12,091.83","3,130.50"
31/10/2012,"5,782.70","11,934.95","3,088.42"
30/10/2012,"5,849.90","11,954.25","3,120.16"
29/10/2012,"5,795.10","11,920.65","3,093.65"
26/10/2012,"5,806.71","11,925.93","3,099.20"
25/10/2012,"5,805.05","11,972.15","3,100.04"
24/10/2012,"5,804.78","11,862.66","3,096.12"
23/10/2012,"5,797.91","11,891.11","3,093.93"
22/10/2012,"5,882.91","12,040.01","3,138.40"
19/10/2012,"5,896.15","12,074.30","3,145.72"
18/10/2012,"5,917.05","12,071.25","3,155.28"
17/10/2012,"5,910.91","12,045.88","3,151.56"
16/10/2012,"5,870.54","11,985.30","3,130.78"
15/10/2012,"5,805.61","11,855.67","3,096.26"
12/10/2012,"5,793.32","11,838.26","3,089.97"
11/10/2012,"5,829.75","11,898.39","3,108.91"
10/10/2012,"5,776.71","11,828.32","3,081.95"
09/10/2012,"5,810.25","11,911.76","3,100.35"
08/10/2012,"5,841.74","11,974.63","3,117.09"
05/10/2012,"5,871.02","12,061.35","3,133.65"
04/10/2012,"5,827.78","11,954.42","3,109.94"
03/10/2012,"5,825.81","11,872.73","3,106.19"
02/10/2012,"5,809.45","11,894.41","3,099.38"
01/10/2012,"5,820.45","11,867.48","3,103.53"
28/09/2012,"5,742.07","11,734.10","3,062.66"
27/09/2012,"5,779.42","11,754.40","3,080.63"
26/09/2012,"5,768.09","11,737.88","3,074.82"
25/09/2012,"5,859.71","11,931.43","3,123.91"
24/09/2012,"5,838.84","11,903.11","3,113.27"
21/09/2012,"5,852.62","11,950.03","3,121.27"
20/09/2012,"5,854.64","11,928.98","3,121.47"
19/09/2012,"5,888.48","11,974.19","3,138.69"
18/09/2012,"5,868.16","11,933.70","3,127.88"
17/09/2012,"5,893.52","12,080.88","3,144.74"
14/09/2012,"5,915.55","12,116.12","3,156.15"
13/09/2012,"5,819.92","11,846.53","3,102.55"
12/09/2012,"5,782.08","11,811.05","3,083.83"
11/09/2012,"5,792.19","11,780.42","3,087.43"
10/09/2012,"5,793.20","11,841.50","3,090.03"
07/09/2012,"5,794.80","11,808.01","3,089.60"
06/09/2012,"5,777.34","11,676.44","3,076.94"
05/09/2012,"5,657.86","11,446.07","3,013.70"
04/09/2012,"5,672.01","11,428.84","3,019.63"
03/09/2012,"5,758.41","11,503.13","3,062.15"
31/08/2012,"5,711.48","11,410.19","3,037.22"
30/08/2012,"5,719.45","11,325.91","3,037.96"
29/08/2012,"5,743.53","11,387.69","3,051.24"
28/08/2012,"5,775.71","11,375.24","3,065.68"
24/08/2012,"5,776.60","11,449.06","3,068.67"
23/08/2012,"5,776.60","11,466.54","3,069.27"
22/08/2012,"5,774.20","11,494.35","3,069.14"
21/08/2012,"5,857.52","11,639.47","3,112.70"
20/08/2012,"5,824.37","11,563.27","3,094.72"
17/08/2012,"5,852.42","11,618.10","3,109.60"
16/08/2012,"5,834.51","11,502.29","3,097.27"
15/08/2012,"5,833.04","11,498.12","3,096.44"
14/08/2012,"5,864.78","11,504.30","3,111.31"
13/08/2012,"5,831.88","11,436.81","3,093.75"
10/08/2012,"5,847.11","11,470.75","3,101.98"
09/08/2012,"5,851.51","11,464.03","3,103.77"
08/08/2012,"5,845.92","11,436.44","3,100.22"
07/08/2012,"5,841.24","11,460.94","3,098.92"
06/08/2012,"5,808.77","11,426.40","3,082.72"
03/08/2012,"5,787.28","11,301.14","3,068.40"
02/08/2012,"5,662.30","11,076.61","3,002.82"
01/08/2012,"5,712.82","11,186.19","3,029.99"
31/07/2012,"5,635.28","11,136.69","2,992.46"
30/07/2012,"5,693.63","11,238.91","3,022.98"
27/07/2012,"5,627.21","11,179.01","2,990.21"
26/07/2012,"5,573.16","11,039.52","2,960.37"
25/07/2012,"5,498.32","10,873.42","2,919.99"
24/07/2012,"5,499.23","10,885.94","2,920.84"
23/07/2012,"5,533.87","10,896.91","2,937.22"
20/07/2012,"5,651.77","11,168.85","3,001.19"
19/07/2012,"5,714.19","11,242.50","3,032.59"
18/07/2012,"5,685.77","11,085.68","3,013.96"
17/07/2012,"5,629.09","11,019.23","2,985.47"
16/07/2012,"5,662.43","11,075.26","3,002.82"
13/07/2012,"5,666.13","11,043.83","3,003.43"
12/07/2012,"5,608.25","10,924.05","2,972.51"
11/07/2012,"5,664.48","10,967.78","3,000.01"
10/07/2012,"5,664.07","11,065.49","3,003.24"
09/07/2012,"5,627.33","10,983.34","2,983.39"
06/07/2012,"5,662.63","11,070.64","3,002.75"
05/07/2012,"5,692.63","11,130.87","3,018.72"
04/07/2012,"5,684.47","11,161.21","3,016.01"
03/07/2012,"5,687.73","11,189.81","3,018.52"
02/07/2012,"5,640.64","11,093.47","2,993.40"
29/06/2012,"5,571.15","10,932.13","2,955.66"
28/06/2012,"5,493.06","10,688.29","2,911.06"
27/06/2012,"5,523.92","10,751.98","2,927.54"
26/06/2012,"5,446.96","10,665.37","2,888.98"
25/06/2012,"5,450.65","10,671.42","2,890.90"
22/06/2012,"5,513.69","10,823.86","2,925.35"
21/06/2012,"5,566.36","10,944.66","2,953.92"
20/06/2012,"5,622.29","11,022.81","2,982.47"
19/06/2012,"5,586.31","10,870.93","2,960.52"
18/06/2012,"5,491.09","10,721.44","2,911.32"
15/06/2012,"5,478.81","10,729.65","2,905.94"
14/06/2012,"5,467.05","10,574.63","2,894.94"
13/06/2012,"5,483.81","10,538.59","2,901.34"
12/06/2012,"5,473.74","10,561.16","2,897.53"
11/06/2012,"5,432.37","10,658.24","2,882.02"
08/06/2012,"5,435.08","10,698.95","2,884.73"
07/06/2012,"5,447.79","10,745.12","2,892.25"
06/06/2012,"5,384.11","10,583.76","2,857.15"
01/06/2012,"5,260.19","10,346.71","2,791.62"
31/05/2012,"5,320.86","10,558.22","2,827.15"
30/05/2012,"5,297.28","10,494.82","2,814.02"
29/05/2012,"5,391.14","10,657.87","2,863.05"
28/05/2012,"5,356.34","10,515.28","2,841.89"
25/05/2012,"5,351.53","10,417.52","2,836.14"
24/05/2012,"5,350.05","10,472.48","2,837.45"
23/05/2012,"5,266.41","10,375.72","2,795.52"
22/05/2012,"5,403.28","10,579.52","2,865.79"
21/05/2012,"5,304.48","10,435.51","2,815.18"
18/05/2012,"5,267.62","10,431.90","2,798.11"
17/05/2012,"5,338.38","10,592.94","2,836.45"
16/05/2012,"5,405.25","10,675.30","2,870.16"
15/05/2012,"5,437.62","10,722.49","2,886.74"
14/05/2012,"5,465.52","10,813.60","2,902.86"
11/05/2012,"5,575.52","11,016.41","2,960.75"
10/05/2012,"5,543.95","10,943.40","2,943.60"
09/05/2012,"5,530.05","10,788.16","2,931.59"
08/05/2012,"5,554.55","10,872.50","2,945.90"
04/05/2012,"5,655.06","11,156.22","3,002.36"
03/05/2012,"5,766.55","11,483.31","3,065.43"
02/05/2012,"5,758.11","11,475.89","3,061.28"
01/05/2012,"5,812.23","11,503.86","3,087.16"
30/04/2012,"5,737.78","11,417.59","3,049.83"
27/04/2012,"5,777.11","11,479.74","3,070.15"
26/04/2012,"5,748.72","11,361.38","3,052.82"
25/04/2012,"5,718.89","11,334.45","3,038.14"
24/04/2012,"5,709.49","11,272.23","3,031.57"
23/04/2012,"5,665.57","11,181.62","3,008.11"
20/04/2012,"5,772.15","11,444.85","3,066.61"
19/04/2012,"5,744.55","11,423.00","3,053.13"
18/04/2012,"5,745.29","11,431.99","3,053.80"
17/04/2012,"5,766.95","11,426.29","3,063.55"
16/04/2012,"5,666.28","11,255.40","3,011.10"
13/04/2012,"5,651.79","11,311.05","3,006.45"
12/04/2012,"5,710.46","11,414.53","3,037.16"
11/04/2012,"5,634.74","11,234.00","2,995.83"
10/04/2012,"5,595.55","11,136.16","2,974.28"
05/04/2012,"5,723.67","11,380.56","3,042.00"
04/04/2012,"5,703.77","11,352.45","3,031.84"
03/04/2012,"5,838.34","11,638.77","3,104.04"
02/04/2012,"5,874.89","11,655.06","3,121.42"
30/03/2012,"5,768.45","11,538.88","3,068.31"
29/03/2012,"5,742.03","11,430.98","3,052.26"
28/03/2012,"5,808.99","11,589.71","3,088.77"
27/03/2012,"5,869.55","11,710.70","3,120.98"
26/03/2012,"5,902.70","11,734.73","3,137.09"
23/03/2012,"5,854.89","11,566.67","3,109.03"
22/03/2012,"5,845.65","11,551.70","3,104.25"
21/03/2012,"5,891.95","11,656.75","3,129.33"
20/03/2012,"5,891.41","11,633.24","3,128.23"
19/03/2012,"5,961.11","11,785.49","3,165.76"
16/03/2012,"5,965.58","11,792.92","3,168.09"
15/03/2012,"5,940.72","11,699.28","3,153.26"
14/03/2012,"5,945.43","11,750.29","3,157.29"
13/03/2012,"5,955.91","11,750.07","3,162.09"
12/03/2012,"5,892.75","11,563.90","3,126.31"
09/03/2012,"5,887.49","11,527.96","3,122.58"
08/03/2012,"5,859.73","11,458.36","3,107.30"
07/03/2012,"5,791.41","11,287.14","3,069.70"
06/03/2012,"5,765.80","11,144.10","3,052.72"
05/03/2012,"5,874.82","11,414.10","3,112.60"
02/03/2012,"5,911.13","11,538.43","3,133.81"
01/03/2012,"5,931.25","11,535.36","3,142.93"
29/02/2012,"5,871.51","11,449.52","3,112.38"
28/02/2012,"5,927.91","11,529.15","3,141.17"
27/02/2012,"5,915.55","11,472.07","3,133.41"
