Date,FTSE 100,FTSE 250,FTSE 350
31/05/2019,"7,161.71","18,970.25","3,973.48"
30/05/2019,"7,218.16","19,111.51","4,004.52"
29/05/2019,"7,185.30","18,946.11","3,983.64"
28/05/2019,"7,268.95","19,204.93","4,031.31"
24/05/2019,"7,277.73","19,127.26","4,032.77"
23/05/2019,"7,231.04","19,031.21","4,007.79"
22/05/2019,"7,334.19","19,307.27","4,065.12"
21/05/2019,"7,328.92","19,436.36","4,067.03"
20/05/2019,"7,310.88","19,335.59","4,055.24"
17/05/2019,"7,348.62","19,498.61","4,078.31"
16/05/2019,"7,353.51","19,530.65","4,081.66"
15/05/2019,"7,296.95","19,369.77","4,049.91"
14/05/2019,"7,241.60","19,367.42","4,024.08"
13/05/2019,"7,163.68","19,126.88","3,979.69"
10/05/2019,"7,203.29","19,366.80","4,006.23"
09/05/2019,"7,207.41","19,285.58","4,005.41"
08/05/2019,"7,271.00","19,531.91","4,043.32"
07/05/2019,"7,260.47","19,465.69","4,036.18"
03/05/2019,"7,380.64","19,705.17","4,100.19"
02/05/2019,"7,351.31","19,686.66","4,085.91"
01/05/2019,"7,385.26","19,813.74","4,106.01"
30/04/2019,"7,418.22","19,824.81","4,121.72"
29/04/2019,"7,440.66","19,911.20","4,135.08"
26/04/2019,"7,428.19","19,856.87","4,127.44"
25/04/2019,"7,434.13","19,871.05","4,130.68"
24/04/2019,"7,471.75","19,993.67","4,152.33"
23/04/2019,"7,523.07","19,908.02","4,173.32"
18/04/2019,"7,459.88","19,835.93","4,141.48"
17/04/2019,"7,471.32","19,858.13","4,147.55"
16/04/2019,"7,469.92","19,923.38","4,149.10"
15/04/2019,"7,436.87","19,807.09","4,129.80"
12/04/2019,"7,437.06","19,711.71","4,126.66"
11/04/2019,"7,417.95","19,621.18","4,114.71"
10/04/2019,"7,421.91","19,484.84","4,111.94"
09/04/2019,"7,425.57","19,433.76","4,111.91"
08/04/2019,"7,451.89","19,517.21","4,126.98"
05/04/2019,"7,446.87","19,538.30","4,125.36"
04/04/2019,"7,401.94","19,507.33","4,103.41"
03/04/2019,"7,418.28","19,563.44","4,112.91"
02/04/2019,"7,391.12","19,329.27","4,092.35"
01/04/2019,"7,317.38","19,238.76","4,054.99"
29/03/2019,"7,279.19","19,117.49","4,033.12"
28/03/2019,"7,234.33","18,908.59","4,005.17"
27/03/2019,"7,194.19","18,893.74","3,986.01"
26/03/2019,"7,196.29","18,896.24","3,987.07"
25/03/2019,"7,177.58","18,799.56","3,975.09"
22/03/2019,"7,207.59","18,998.46","3,995.79"
21/03/2019,"7,355.31","19,347.58","4,076.32"
20/03/2019,"7,291.01","19,388.98","4,047.82"
19/03/2019,"7,324.00","19,551.29","4,068.67"
18/03/2019,"7,299.19","19,486.70","4,054.94"
15/03/2019,"7,228.28","19,491.03","4,022.12"
14/03/2019,"7,185.43","19,283.06","3,995.14"
13/03/2019,"7,159.19","19,180.09","3,979.45"
12/03/2019,"7,151.15","19,143.96","3,974.49"
11/03/2019,"7,130.62","19,093.06","3,963.22"
08/03/2019,"7,104.31","19,047.67","3,949.44"
07/03/2019,"7,157.55","19,183.82","3,978.81"
06/03/2019,"7,196.00","19,359.31","4,002.64"
05/03/2019,"7,183.43","19,443.14","3,999.63"
04/03/2019,"7,134.39","19,411.43","3,975.74"
01/03/2019,"7,106.73","19,399.65","3,962.47"
28/02/2019,"7,074.73","19,181.35","3,940.20"
27/02/2019,"7,107.20","19,153.75","3,954.37"
26/02/2019,"7,151.12","19,270.68","3,978.76"
25/02/2019,"7,183.74","19,246.98","3,993.14"
22/02/2019,"7,178.60","19,269.59","3,991.51"
21/02/2019,"7,167.39","19,236.88","3,985.19"
20/02/2019,"7,228.62","19,202.03","4,012.50"
19/02/2019,"7,179.17","19,068.89","3,984.99"
18/02/2019,"7,219.47","19,127.28","4,005.71"
15/02/2019,"7,236.68","18,987.23","4,008.98"
14/02/2019,"7,197.01","18,898.20","3,987.52"
13/02/2019,"7,190.84","18,972.62","3,987.17"
12/02/2019,"7,133.14","18,824.78","3,955.32"
11/02/2019,"7,129.11","18,831.78","3,953.68"
08/02/2019,"7,071.18","18,652.88","3,920.68"
07/02/2019,"7,093.58","18,799.26","3,936.05"
06/02/2019,"7,173.09","19,073.41","3,982.32"
05/02/2019,"7,177.37","18,996.02","3,981.69"
04/02/2019,"7,034.13","18,848.81","3,910.07"
01/02/2019,"7,020.22","18,811.37","3,902.33"
31/01/2019,"6,968.85","18,711.75","3,875.06"
30/01/2019,"6,941.63","18,827.97","3,866.33"
29/01/2019,"6,833.93","18,702.61","3,812.00"
28/01/2019,"6,747.10","18,534.68","3,765.93"
25/01/2019,"6,809.22","18,643.58","3,798.51"
24/01/2019,"6,818.95","18,627.63","3,802.49"
23/01/2019,"6,842.88","18,582.86","3,812.11"
22/01/2019,"6,901.39","18,681.59","3,842.66"
21/01/2019,"6,970.59","18,762.83","3,877.61"
18/01/2019,"6,968.33","18,764.47","3,876.61"
17/01/2019,"6,834.92","18,537.32","3,806.86"
16/01/2019,"6,862.68","18,486.73","3,818.06"
15/01/2019,"6,895.02","18,429.77","3,831.18"
14/01/2019,"6,855.02","18,417.58","3,812.16"
11/01/2019,"6,918.18","18,542.31","3,845.76"
10/01/2019,"6,942.87","18,435.62","3,853.64"
09/01/2019,"6,906.63","18,413.71","3,836.03"
08/01/2019,"6,861.60","18,175.79","3,807.03"
07/01/2019,"6,810.88","17,976.15","3,776.69"
04/01/2019,"6,837.42","17,795.88","3,782.94"
03/01/2019,"6,692.66","17,438.91","3,703.52"
02/01/2019,"6,734.23","17,586.70","3,727.86"
31/12/2018,"6,728.13","17,502.05","3,722.15"
28/12/2018,"6,733.97","17,465.05","3,723.62"
27/12/2018,"6,584.68","17,090.47","3,641.50"
24/12/2018,"6,685.99","17,312.18","3,696.12"
21/12/2018,"6,721.17","17,442.98","3,716.92"
20/12/2018,"6,711.93","17,446.94","3,712.75"
19/12/2018,"6,765.94","17,604.50","3,743.20"
18/12/2018,"6,701.59","17,495.04","3,709.55"
17/12/2018,"6,773.24","17,416.96","3,740.30"
14/12/2018,"6,845.17","17,666.91","3,782.20"
13/12/2018,"6,877.50","17,818.56","3,802.36"
12/12/2018,"6,880.19","17,988.97","3,809.34"
11/12/2018,"6,806.94","17,653.26","3,763.94"
10/12/2018,"6,721.54","17,492.31","3,718.75"
07/12/2018,"6,778.11","17,844.11","3,756.92"
06/12/2018,"6,704.05","17,753.31","3,719.37"
05/12/2018,"6,921.84","18,271.10","3,838.22"
04/12/2018,"7,022.76","18,329.64","3,887.20"
03/12/2018,"7,062.41","18,563.85","3,913.54"
30/11/2018,"6,980.24","18,480.83","3,872.47"
29/11/2018,"7,038.95","18,609.03","3,904.12"
28/11/2018,"7,004.52","18,639.73","3,889.11"
27/11/2018,"7,016.85","18,660.89","3,895.57"
26/11/2018,"7,036.00","18,719.12","3,906.44"
23/11/2018,"6,952.86","18,533.01","3,861.46"
22/11/2018,"6,960.32","18,530.00","3,864.84"
21/11/2018,"7,050.23","18,584.94","3,908.57"
20/11/2018,"6,947.92","18,366.36","3,853.57"
19/11/2018,"7,000.89","18,540.09","3,884.08"
16/11/2018,"7,013.88","18,589.09","3,891.77"
15/11/2018,"7,038.01","18,662.21","3,905.47"
14/11/2018,"7,033.79","18,910.14","3,911.83"
13/11/2018,"7,053.76","18,985.73","3,923.67"
12/11/2018,"7,053.08","18,811.58","3,917.51"
09/11/2018,"7,105.34","19,106.61","3,951.76"
08/11/2018,"7,140.68","19,257.08","3,973.28"
07/11/2018,"7,117.28","19,147.22","3,958.69"
06/11/2018,"7,040.68","19,043.65","3,919.52"
05/11/2018,"7,103.84","19,063.71","3,949.62"
02/11/2018,"7,094.12","19,325.73","3,953.90"
01/11/2018,"7,114.66","19,171.93","3,958.30"
31/10/2018,"7,128.10","18,917.68","3,955.96"
30/10/2018,"7,035.85","18,667.73","3,904.58"
29/10/2018,"7,026.32","18,566.82","3,896.74"
26/10/2018,"6,939.56","18,352.90","3,849.14"
25/10/2018,"7,004.10","18,531.53","3,885.21"
24/10/2018,"6,962.98","18,406.48","3,861.85"
23/10/2018,"6,955.21","18,352.12","3,856.40"
22/10/2018,"7,042.80","18,758.22","3,910.87"
19/10/2018,"7,049.80","18,795.75","3,915.40"
18/10/2018,"7,026.99","18,961.35","3,910.38"
17/10/2018,"7,054.60","19,013.97","3,925.01"
16/10/2018,"7,059.40","19,149.87","3,931.84"
15/10/2018,"7,029.22","18,803.45","3,906.09"
12/10/2018,"6,995.91","18,973.45","3,896.33"
11/10/2018,"7,006.93","18,827.75","3,896.54"
10/10/2018,"7,145.74","19,239.16","3,975.04"
09/10/2018,"7,237.59","19,549.60","4,028.27"
08/10/2018,"7,233.33","19,646.08","4,029.56"
05/10/2018,"7,318.54","19,918.03","4,078.40"
04/10/2018,"7,418.34","20,088.70","4,130.60"
03/10/2018,"7,510.28","20,300.00","4,180.51"
02/10/2018,"7,474.55","20,264.86","4,162.70"
01/10/2018,"7,495.67","20,401.21","4,177.14"
28/09/2018,"7,510.20","20,307.04","4,180.71"
27/09/2018,"7,545.44","20,374.21","4,199.38"
26/09/2018,"7,511.49","20,436.48","4,185.70"
25/09/2018,"7,507.56","20,461.06","4,184.70"
24/09/2018,"7,458.41","20,488.07","4,162.76"
21/09/2018,"7,490.23","20,590.36","4,181.03"
20/09/2018,"7,367.32","20,551.26","4,122.49"
19/09/2018,"7,331.12","20,500.45","4,103.92"
18/09/2018,"7,300.23","20,458.27","4,088.12"
17/09/2018,"7,302.10","20,374.39","4,086.16"
14/09/2018,"7,304.04","20,375.87","4,087.12"
13/09/2018,"7,281.57","20,243.61","4,072.20"
12/09/2018,"7,313.36","20,380.53","4,091.61"
11/09/2018,"7,273.54","20,226.42","4,067.88"
10/09/2018,"7,279.30","20,259.83","4,071.69"
07/09/2018,"7,277.70","20,209.61","4,069.25"
06/09/2018,"7,318.96","20,283.49","4,090.94"
05/09/2018,"7,383.28","20,388.47","4,124.41"
04/09/2018,"7,457.86","20,548.61","4,164.52"
03/09/2018,"7,504.60","20,695.85","4,191.24"
31/08/2018,"7,432.42","20,689.00","4,157.45"
30/08/2018,"7,516.03","20,691.75","4,196.42"
29/08/2018,"7,563.21","20,736.88","4,219.89"
28/08/2018,"7,617.22","20,849.24","4,248.82"
24/08/2018,"7,577.49","20,691.41","4,224.99"
23/08/2018,"7,563.22","20,665.47","4,217.47"
22/08/2018,"7,574.24","20,642.50","4,221.82"
21/08/2018,"7,565.70","20,642.86","4,217.86"
20/08/2018,"7,591.26","20,531.15","4,225.96"
17/08/2018,"7,558.59","20,444.36","4,207.82"
16/08/2018,"7,556.38","20,462.26","4,207.40"
15/08/2018,"7,497.87","20,320.35","4,175.39"
14/08/2018,"7,611.64","20,509.76","4,234.71"
13/08/2018,"7,642.45","20,575.11","4,251.25"
10/08/2018,"7,667.01","20,667.45","4,265.80"
09/08/2018,"7,741.77","20,806.21","4,305.27"
08/08/2018,"7,776.65","20,770.64","4,320.28"
07/08/2018,"7,718.48","20,675.64","4,290.02"
06/08/2018,"7,663.78","20,639.38","4,263.35"
03/08/2018,"7,659.10","20,635.33","4,261.04"
02/08/2018,"7,575.93","20,548.97","4,219.45"
01/08/2018,"7,652.91","20,801.47","4,263.81"
31/07/2018,"7,748.76","20,877.87","4,310.96"
30/07/2018,"7,700.85","20,878.25","4,288.70"
27/07/2018,"7,701.31","20,868.94","4,288.60"
26/07/2018,"7,663.17","20,768.61","4,267.46"
25/07/2018,"7,658.26","20,753.60","4,264.67"
24/07/2018,"7,709.05","20,852.87","4,291.65"
23/07/2018,"7,655.79","20,770.38","4,264.09"
20/07/2018,"7,678.79","20,925.68","4,280.05"
19/07/2018,"7,683.97","20,907.16","4,281.83"
18/07/2018,"7,676.28","20,984.20","4,280.87"
17/07/2018,"7,626.33","20,871.27","4,253.82"
16/07/2018,"7,600.45","20,800.55","4,239.39"
13/07/2018,"7,661.87","20,813.12","4,268.37"
12/07/2018,"7,651.33","20,779.77","4,262.33"
11/07/2018,"7,591.96","20,642.27","4,230.07"
10/07/2018,"7,692.04","20,851.56","4,283.70"
09/07/2018,"7,687.99","20,821.16","4,280.78"
06/07/2018,"7,617.70","20,618.34","4,241.22"
05/07/2018,"7,603.22","20,621.09","4,234.58"
04/07/2018,"7,573.09","20,652.51","4,221.65"
03/07/2018,"7,593.29","20,665.22","4,231.47"
02/07/2018,"7,547.85","20,605.86","4,208.33"
29/06/2018,"7,636.93","20,830.97","4,257.38"
28/06/2018,"7,615.63","20,684.16","4,242.49"
27/06/2018,"7,621.69","20,844.14","4,250.75"
26/06/2018,"7,537.92","20,757.21","4,208.88"
25/06/2018,"7,509.84","20,774.42","4,196.42"
22/06/2018,"7,682.27","21,009.89","4,284.56"
21/06/2018,"7,556.44","20,729.05","4,216.54"
20/06/2018,"7,627.40","20,926.38","4,256.22"
19/06/2018,"7,603.85","20,835.78","4,242.19"
18/06/2018,"7,631.33","20,999.60","4,260.54"
15/06/2018,"7,633.91","21,005.52","4,261.94"
14/06/2018,"7,765.79","21,324.02","4,334.04"
13/06/2018,"7,703.71","21,232.87","4,302.14"
12/06/2018,"7,703.81","21,241.64","4,302.49"
11/06/2018,"7,737.43","21,318.77","4,320.73"
08/06/2018,"7,681.07","21,160.54","4,289.16"
07/06/2018,"7,704.40","21,154.71","4,299.76"
06/06/2018,"7,712.37","21,171.40","4,304.03"
05/06/2018,"7,686.80","21,051.86","4,288.04"
04/06/2018,"7,741.29","21,110.60","4,315.30"
01/06/2018,"7,701.77","20,984.92","4,292.65"
31/05/2018,"7,678.20","20,846.26","4,276.94"
30/05/2018,"7,689.57","20,822.67","4,281.38"
29/05/2018,"7,632.64","20,746.76","4,252.40"
25/05/2018,"7,730.28","21,110.53","4,310.22"
24/05/2018,"7,716.74","20,989.49","4,299.75"
23/05/2018,"7,788.44","21,004.90","4,333.46"
22/05/2018,"7,877.45","21,191.44","4,381.12"
21/05/2018,"7,859.17","21,137.66","4,370.80"
18/05/2018,"7,778.79","20,989.77","4,328.47"
17/05/2018,"7,787.97","21,019.44","4,333.74"
16/05/2018,"7,734.20","20,828.79","4,302.24"
15/05/2018,"7,722.98","20,784.92","4,295.53"
14/05/2018,"7,710.98","20,800.95","4,290.53"
11/05/2018,"7,724.55","20,785.56","4,296.28"
10/05/2018,"7,700.97","20,699.41","4,282.37"
09/05/2018,"7,662.52","20,681.95","4,263.98"
08/05/2018,"7,565.75","20,594.72","4,216.16"
04/05/2018,"7,567.14","20,421.88","4,210.81"
03/05/2018,"7,502.69","20,365.87","4,179.04"
02/05/2018,"7,543.20","20,506.27","4,202.65"
01/05/2018,"7,520.36","20,348.32","4,186.61"
30/04/2018,"7,509.30","20,285.05","4,179.29"
27/04/2018,"7,502.21","20,271.63","4,175.55"
26/04/2018,"7,421.43","20,137.62","4,133.50"
25/04/2018,"7,379.32","20,019.08","4,109.91"
24/04/2018,"7,425.40","20,195.31","4,137.34"
23/04/2018,"7,398.87","20,316.37","4,129.25"
20/04/2018,"7,368.17","20,220.77","4,111.72"
19/04/2018,"7,328.92","20,147.16","4,091.01"
18/04/2018,"7,317.34","20,012.01","4,080.94"
17/04/2018,"7,226.05","19,829.39","4,032.37"
16/04/2018,"7,198.20","19,771.52","4,017.47"
13/04/2018,"7,264.56","19,838.54","4,050.49"
12/04/2018,"7,258.34","19,772.93","4,045.32"
11/04/2018,"7,257.14","19,654.96","4,040.64"
10/04/2018,"7,266.75","19,675.48","4,045.80"
09/04/2018,"7,194.75","19,484.35","4,005.85"
06/04/2018,"7,183.64","19,530.17","4,002.31"
05/04/2018,"7,199.50","19,576.17","4,011.25"
04/04/2018,"7,034.01","19,264.22","3,923.87"
03/04/2018,"7,030.46","19,398.01","3,926.90"
29/03/2018,"7,056.61","19,460.47","3,941.17"
28/03/2018,"7,044.74","19,356.59","3,932.06"
27/03/2018,"7,000.14","19,389.13","3,912.58"
26/03/2018,"6,888.69","19,187.09","3,854.02"
23/03/2018,"6,921.94","19,319.48","3,874.01"
22/03/2018,"6,952.59","19,393.89","3,890.77"
21/03/2018,"7,038.97","19,668.04","3,940.28"
20/03/2018,"7,061.27","19,723.56","3,952.52"
19/03/2018,"7,042.93","19,694.77","3,943.04"
16/03/2018,"7,164.14","19,804.90","4,002.91"
15/03/2018,"7,139.76","19,828.41","3,992.45"
14/03/2018,"7,132.69","19,820.12","3,988.89"
13/03/2018,"7,138.78","19,863.23","3,993.21"
12/03/2018,"7,214.76","20,117.53","4,037.20"
09/03/2018,"7,224.51","20,085.07","4,040.58"
08/03/2018,"7,203.24","19,968.01","4,026.67"
07/03/2018,"7,157.84","19,774.17","3,998.92"
06/03/2018,"7,146.75","19,690.31","3,990.87"
05/03/2018,"7,115.98","19,567.00","3,972.35"
02/03/2018,"7,069.90","19,386.54","3,944.75"
01/03/2018,"7,175.64","19,551.70","3,999.37"
28/02/2018,"7,231.91","19,687.27","4,030.11"
27/02/2018,"7,282.45","19,875.78","4,060.06"
26/02/2018,"7,289.58","19,828.73","4,061.70"
23/02/2018,"7,244.41","19,801.05","4,039.88"
22/02/2018,"7,252.39","19,736.06","4,041.28"
21/02/2018,"7,281.57","19,788.89","4,056.60"
20/02/2018,"7,246.77","19,802.91","4,041.03"
19/02/2018,"7,247.66","19,653.57","4,036.19"
16/02/2018,"7,294.70","19,733.64","4,060.72"
15/02/2018,"7,234.81","19,574.76","4,027.49"
14/02/2018,"7,213.97","19,448.38","4,013.43"
13/02/2018,"7,168.01","19,320.08","3,987.70"
12/02/2018,"7,177.06","19,379.33","3,993.96"
09/02/2018,"7,092.43","19,217.49","3,949.21"
08/02/2018,"7,170.69","19,327.69","3,989.21"
07/02/2018,"7,279.42","19,691.65","4,052.19"
06/02/2018,"7,141.40","19,262.56","3,973.40"
05/02/2018,"7,334.98","19,690.49","4,077.79"
02/02/2018,"7,443.43","19,962.46","4,137.41"
01/02/2018,"7,490.39","20,185.54","4,166.92"
31/01/2018,"7,533.55","20,243.60","4,188.89"
30/01/2018,"7,587.98","20,370.93","4,218.49"
29/01/2018,"7,671.53","20,577.92","4,264.33"
26/01/2018,"7,665.54","20,615.58","4,262.88"
25/01/2018,"7,615.84","20,521.74","4,236.64"
24/01/2018,"7,643.43","20,538.46","4,249.97"
23/01/2018,"7,731.83","20,671.20","4,295.45"
22/01/2018,"7,715.44","20,655.17","4,287.32"
19/01/2018,"7,730.79","20,653.32","4,294.34"
18/01/2018,"7,700.96","20,665.02","4,280.98"
17/01/2018,"7,725.43","20,769.36","4,295.94"
16/01/2018,"7,755.93","20,877.30","4,313.80"
15/01/2018,"7,769.14","20,832.77","4,318.34"
12/01/2018,"7,778.64","20,859.35","4,323.66"
11/01/2018,"7,762.94","20,737.92","4,312.16"
10/01/2018,"7,748.51","20,760.00","4,306.27"
09/01/2018,"7,731.02","20,874.95","4,302.21"
08/01/2018,"7,696.51","20,856.56","4,285.63"
05/01/2018,"7,724.22","20,932.56","4,301.09"
04/01/2018,"7,695.88","20,820.45","4,284.07"
03/01/2018,"7,671.11","20,743.90","4,269.95"
02/01/2018,"7,648.10","20,681.45","4,257.13"
29/12/2017,"7,687.77","20,726.26","4,277.03"
28/12/2017,"7,622.88","20,642.31","4,244.11"
27/12/2017,"7,620.68","20,640.04","4,243.02"
22/12/2017,"7,592.66","20,481.07","4,224.51"
21/12/2017,"7,603.98","20,422.73","4,227.69"
20/12/2017,"7,525.22","20,350.29","4,188.77"
19/12/2017,"7,544.09","20,341.51","4,197.18"
18/12/2017,"7,537.01","20,255.40","4,190.89"
15/12/2017,"7,490.57","20,048.61","4,162.18"
14/12/2017,"7,448.12","20,006.27","4,141.12"
13/12/2017,"7,496.51","20,061.40","4,165.37"
12/12/2017,"7,500.41","20,073.02","4,167.58"
11/12/2017,"7,453.48","20,064.62","4,145.65"
08/12/2017,"7,393.96","19,992.54","4,115.67"
07/12/2017,"7,320.75","19,810.27","4,075.47"
06/12/2017,"7,348.03","19,828.94","4,088.71"
05/12/2017,"7,327.50","19,871.08","4,080.74"
04/12/2017,"7,338.97","19,935.95","4,088.32"
01/12/2017,"7,300.49","19,854.40","4,067.69"
30/11/2017,"7,326.67","19,952.89","4,083.25"
29/11/2017,"7,393.56","20,059.58","4,117.86"
28/11/2017,"7,460.65","20,026.19","4,147.61"
27/11/2017,"7,383.90","19,881.26","4,107.10"
24/11/2017,"7,409.64","19,944.79","4,121.21"
23/11/2017,"7,417.24","20,006.05","4,126.88"
22/11/2017,"7,419.02","20,013.86","4,127.98"
21/11/2017,"7,411.34","19,943.98","4,121.97"
20/11/2017,"7,389.46","19,871.29","4,109.31"
17/11/2017,"7,380.68","19,797.83","4,102.67"
16/11/2017,"7,386.94","19,850.00","4,107.40"
15/11/2017,"7,372.61","19,693.38","4,095.25"
14/11/2017,"7,414.42","19,846.60","4,119.94"
13/11/2017,"7,415.18","19,787.91","4,118.22"
10/11/2017,"7,432.99","20,020.85","4,134.66"
09/11/2017,"7,484.10","20,071.87","4,160.03"
08/11/2017,"7,529.72","20,300.22","4,189.14"
07/11/2017,"7,513.11","20,307.11","4,181.72"
06/11/2017,"7,562.28","20,432.60","4,208.83"
03/11/2017,"7,560.35","20,472.38","4,209.34"
02/11/2017,"7,555.32","20,385.48","4,203.95"
01/11/2017,"7,487.96","20,328.24","4,170.87"
31/10/2017,"7,493.08","20,227.86","4,169.68"
30/10/2017,"7,487.81","20,213.25","4,166.74"
27/10/2017,"7,505.03","20,146.06","4,172.30"
26/10/2017,"7,486.50","20,163.38","4,164.37"
25/10/2017,"7,447.21","20,073.30","4,143.07"
24/10/2017,"7,526.54","20,113.21","4,181.07"
23/10/2017,"7,524.45","20,131.57","4,180.75"
20/10/2017,"7,523.23","20,146.88","4,180.73"
19/10/2017,"7,523.04","20,131.52","4,180.10"
18/10/2017,"7,542.87","20,259.77","4,193.77"
17/10/2017,"7,516.17","20,130.95","4,176.91"
16/10/2017,"7,526.97","20,217.13","4,184.93"
13/10/2017,"7,535.44","20,259.51","4,190.33"
12/10/2017,"7,556.24","20,251.24","4,199.64"
11/10/2017,"7,533.81","20,167.78","4,186.34"
10/10/2017,"7,538.27","20,146.28","4,187.64"
09/10/2017,"7,507.89","20,102.56","4,172.09"
06/10/2017,"7,522.87","20,166.54","4,181.26"
05/10/2017,"7,507.99","20,088.51","4,171.64"
04/10/2017,"7,467.58","20,029.42","4,150.92"
03/10/2017,"7,468.11","20,035.35","4,151.37"
02/10/2017,"7,438.84","19,957.06","4,135.11"
29/09/2017,"7,372.76","19,874.82","4,101.73"
28/09/2017,"7,322.82","19,678.46","4,071.77"
27/09/2017,"7,313.51","19,569.45","4,063.63"
26/09/2017,"7,285.74","19,503.23","4,048.48"
25/09/2017,"7,301.29","19,566.42","4,057.88"
22/09/2017,"7,310.64","19,517.36","4,060.47"
21/09/2017,"7,263.90","19,418.33","4,035.42"
20/09/2017,"7,271.95","19,540.77","4,043.45"
19/09/2017,"7,275.25","19,535.48","4,044.78"
18/09/2017,"7,253.28","19,437.85","4,031.20"
15/09/2017,"7,215.47","19,378.16","4,011.66"
14/09/2017,"7,295.39","19,523.94","4,053.66"
13/09/2017,"7,379.70","19,589.97","4,094.87"
12/09/2017,"7,400.69","19,665.87","4,107.23"
11/09/2017,"7,413.59","19,694.26","4,114.18"
08/09/2017,"7,377.60","19,610.40","4,094.62"
07/09/2017,"7,396.98","19,696.68","4,106.61"
06/09/2017,"7,354.13","19,652.31","4,085.29"
05/09/2017,"7,372.92","19,726.83","4,096.59"
04/09/2017,"7,411.47","19,697.91","4,113.32"
01/09/2017,"7,438.50","19,786.18","4,128.91"
31/08/2017,"7,430.62","19,803.59","4,125.90"
30/08/2017,"7,365.26","19,616.56","4,089.15"
29/08/2017,"7,337.43","19,527.89","4,073.18"
25/08/2017,"7,401.46","19,671.33","4,107.77"
24/08/2017,"7,407.06","19,710.30","4,111.73"
23/08/2017,"7,382.65","19,743.22","4,101.66"
22/08/2017,"7,381.74","19,751.20","4,101.52"
21/08/2017,"7,318.88","19,646.90","4,068.86"
18/08/2017,"7,323.98","19,626.46","4,070.49"
17/08/2017,"7,387.87","19,773.08","4,105.12"
16/08/2017,"7,433.03","19,859.24","4,128.98"
15/08/2017,"7,383.85","19,694.81","4,100.49"
14/08/2017,"7,353.89","19,692.47","4,086.61"
11/08/2017,"7,309.96","19,544.79","4,061.13"
10/08/2017,"7,389.94","19,699.42","4,103.44"
09/08/2017,"7,498.06","19,875.03","4,159.45"
08/08/2017,"7,542.73","19,949.49","4,182.66"
07/08/2017,"7,531.94","19,988.50","4,179.09"
04/08/2017,"7,511.71","19,969.73","4,169.12"
03/08/2017,"7,474.77","19,908.24","4,149.93"
02/08/2017,"7,411.43","19,841.41","4,118.40"
01/08/2017,"7,423.66","19,863.60","4,124.83"
31/07/2017,"7,372.00","19,781.14","4,098.12"
28/07/2017,"7,368.37","19,728.19","4,094.55"
27/07/2017,"7,443.01","19,879.43","4,134.29"
26/07/2017,"7,452.32","19,762.66","4,134.40"
25/07/2017,"7,434.82","19,641.28","4,122.01"
24/07/2017,"7,377.73","19,616.25","4,094.85"
21/07/2017,"7,452.91","19,751.24","4,134.24"
20/07/2017,"7,487.87","19,763.94","4,150.74"
19/07/2017,"7,430.91","19,693.93","4,122.07"
18/07/2017,"7,390.22","19,613.38","4,100.48"
17/07/2017,"7,404.13","19,520.59","4,103.51"
14/07/2017,"7,378.39","19,408.36","4,087.65"
13/07/2017,"7,413.44","19,418.34","4,104.10"
12/07/2017,"7,416.93","19,267.86","4,100.28"
11/07/2017,"7,329.76","19,215.39","4,058.36"
10/07/2017,"7,370.03","19,357.41","4,081.98"
07/07/2017,"7,350.92","19,395.14","4,074.57"
06/07/2017,"7,337.28","19,369.06","4,067.37"
05/07/2017,"7,367.60","19,451.22","4,084.25"
04/07/2017,"7,357.23","19,301.47","4,074.08"
03/07/2017,"7,377.09","19,320.43","4,083.89"
30/06/2017,"7,312.72","19,340.15","4,055.04"
29/06/2017,"7,350.32","19,346.37","4,072.52"
28/06/2017,"7,387.80","19,476.35","4,094.42"
27/06/2017,"7,434.36","19,526.80","4,117.61"
26/06/2017,"7,446.80","19,684.62","4,129.03"
23/06/2017,"7,424.13","19,685.09","4,118.64"
22/06/2017,"7,439.29","19,658.42","4,124.63"
21/06/2017,"7,447.79","19,682.61","4,129.41"
20/06/2017,"7,472.71","19,771.71","4,144.06"
19/06/2017,"7,523.81","19,873.30","4,171.19"
16/06/2017,"7,463.54","19,816.39","4,141.47"
15/06/2017,"7,419.36","19,553.66","4,111.75"
14/06/2017,"7,474.40","19,974.70","4,152.13"
13/06/2017,"7,500.44","19,859.54","4,159.98"
12/06/2017,"7,511.87","19,682.70","4,158.91"
09/06/2017,"7,527.33","19,769.96","4,169.14"
08/06/2017,"7,449.98","19,743.41","4,132.62"
07/06/2017,"7,478.62","19,695.92","4,144.09"
06/06/2017,"7,524.95","19,654.84","4,163.93"
05/06/2017,"7,525.76","19,868.67","4,171.95"
02/06/2017,"7,547.63","20,002.75","4,186.81"
01/06/2017,"7,543.77","20,010.62","4,185.32"
31/05/2017,"7,519.95","19,972.17","4,172.99"
30/05/2017,"7,526.51","19,991.85","4,176.71"
26/05/2017,"7,547.63","20,024.92","4,187.61"
25/05/2017,"7,517.71","19,967.58","4,171.80"
24/05/2017,"7,514.90","19,950.52","4,169.89"
23/05/2017,"7,485.29","19,920.12","4,155.20"
22/05/2017,"7,496.34","19,912.55","4,160.00"
19/05/2017,"7,470.71","19,812.80","4,144.64"
18/05/2017,"7,436.42","19,691.64","4,124.53"
17/05/2017,"7,503.47","19,773.59","4,158.30"
16/05/2017,"7,522.03","19,875.89","4,170.50"
