DATE,DEXUSNZ,DEXUSUK,DEXUSAL,DEXUSEU
1971-01-04,1.1138,2.3938,1.1127,
1971-01-05,1.1143,2.3949,1.1132,
1971-01-06,1.1151,2.3967,1.114,
1971-01-07,1.115,2.3963,1.1138,
1971-01-08,1.1154,2.3972,1.1124,
1971-01-11,1.1163,2.3992,1.1152,
1971-01-12,1.1167,2.4001,1.1156,
1971-01-13,1.1177,2.4021,1.1165,
1971-01-14,1.12,2.4071,1.1189,
1971-01-15,1.1193,2.4057,1.1182,
1971-01-18,1.1191,2.4052,1.1179,
1971-01-19,1.1205,2.4081,1.1193,
1971-01-20,1.1204,2.408,1.1193,
1971-01-21,1.121,2.4092,1.1198,
1971-01-22,1.1215,2.4103,1.1204,
1971-01-25,1.1236,2.4147,1.1224,
1971-01-26,1.1241,2.416,1.123,
1971-01-27,1.1242,2.4161,1.123,
1971-01-28,1.1246,2.4169,1.1234,
1971-01-29,1.1248,2.4174,1.1236,
1971-02-01,1.1253,2.4184,1.1241,
1971-02-02,1.1251,2.4181,1.124,
1971-02-03,1.1253,2.4184,1.1241,
1971-02-04,1.1245,2.4167,1.1233,
1971-02-05,1.1235,2.4147,1.1224,
1971-02-08,1.1252,2.4182,1.124,
1971-02-09,1.1237,2.4151,1.1226,
1971-02-10,1.1241,2.4159,1.1229,
1971-02-11,1.124,2.4158,1.1229,
1971-02-12,,,,
1971-02-15,,,,
1971-02-16,1.1257,2.4193,1.1245,
1971-02-17,1.1257,2.4193,1.1245,
1971-02-18,1.1256,2.4191,1.1244,
1971-02-19,1.1255,2.419,1.1244,
1971-02-22,1.1256,2.4192,1.1245,
1971-02-23,1.1257,2.4193,1.1245,
1971-02-24,1.1257,2.4193,1.1245,
1971-02-25,1.1249,2.4177,1.1238,
1971-02-26,1.1241,2.416,1.123,
1971-03-01,1.1242,2.4162,1.1231,
1971-03-02,1.1253,2.4184,1.1241,
1971-03-03,1.1257,2.4193,1.1245,
1971-03-04,1.125,2.4179,1.1239,
1971-03-05,1.1252,2.4183,1.1241,
1971-03-08,1.1256,2.4192,1.1245,
1971-03-09,1.1256,2.4188,1.1244,
1971-03-10,1.1256,2.4192,1.1245,
1971-03-11,1.1254,2.4188,1.1243,
1971-03-12,1.1257,2.4193,1.1245,
1971-03-15,1.1257,2.4193,1.1245,
1971-03-16,1.1252,2.4183,1.1241,
1971-03-17,1.1257,2.4194,1.1246,
1971-03-18,1.1255,2.419,1.1244,
1971-03-19,1.1255,2.419,1.1244,
1971-03-22,1.1257,2.4193,1.1245,
1971-03-23,1.1257,2.4193,1.1245,
1971-03-24,1.1257,2.4194,1.1246,
1971-03-25,1.1253,2.4185,1.1241,
1971-03-26,1.1254,2.4188,1.1243,
1971-03-29,1.1257,2.4194,1.1246,
1971-03-30,1.1251,2.4181,1.124,
1971-03-31,1.1245,2.4168,1.1234,
1971-04-01,1.1235,2.4147,1.1224,
1971-04-02,1.1225,2.4125,1.1213,
1971-04-05,1.1242,2.4161,1.123,
1971-04-06,1.1255,2.4189,1.1243,
1971-04-07,1.1246,2.417,1.1234,
1971-04-08,1.1245,2.4167,1.1233,
1971-04-09,1.1245,2.4167,1.1233,
1971-04-12,1.1246,2.4169,1.1234,
1971-04-13,1.1245,2.4167,1.1233,
1971-04-14,1.125,2.418,1.1239,
1971-04-15,1.1254,2.4187,1.1242,
1971-04-16,1.1253,2.4186,1.1242,
1971-04-19,1.1256,2.4193,1.1245,
1971-04-20,1.1257,2.4193,1.1245,
1971-04-21,1.1258,2.4196,1.1246,
1971-04-22,1.1254,2.4187,1.1242,
1971-04-23,1.1255,2.4189,1.1243,
1971-04-26,1.1254,2.4188,1.1243,
1971-04-27,1.1255,2.419,1.1244,
1971-04-28,1.1258,2.4195,1.1246,
1971-04-29,1.1256,2.4192,1.1245,
1971-04-30,1.1257,2.4193,1.1245,
1971-05-03,1.1255,2.4189,1.1243,
1971-05-04,1.1253,2.4185,1.1242,
1971-05-05,1.1257,2.4194,1.1246,
1971-05-06,1.1253,2.4185,1.1242,
1971-05-07,1.1255,2.4188,1.1243,
1971-05-10,1.1248,2.4173,1.1236,
1971-05-11,1.1246,2.417,1.1235,
1971-05-12,1.1252,2.4183,1.124,
1971-05-13,1.1252,2.4183,1.124,
1971-05-14,1.1253,2.4186,1.1242,
1971-05-17,1.1256,2.4193,1.1245,
1971-05-18,1.1255,2.419,1.1244,
1971-05-19,1.1257,2.4194,1.1246,
1971-05-20,1.1256,2.4193,1.1245,
1971-05-21,1.1257,2.4194,1.1246,
1971-05-24,1.1257,2.4194,1.1246,
1971-05-25,1.1255,2.419,1.1244,
1971-05-26,1.1257,2.4194,1.1246,
1971-05-27,1.1254,2.4187,1.1243,
1971-05-28,1.125,2.4178,1.1238,
1971-05-31,,,,
1971-06-01,1.1243,2.4162,1.1231,
1971-06-02,1.1246,2.417,1.1234,
1971-06-03,1.1254,2.4188,1.1243,
1971-06-04,1.1255,2.419,1.1244,
1971-06-07,1.1256,2.4192,1.1245,
1971-06-08,1.1254,2.4188,1.1243,
1971-06-09,1.1257,2.4194,1.1246,
1971-06-10,1.1256,2.4193,1.1245,
1971-06-11,1.1257,2.4194,1.1246,
1971-06-14,1.1254,2.4186,1.1242,
1971-06-15,1.1254,2.4187,1.1242,
1971-06-16,1.1256,2.4193,1.1245,
1971-06-17,1.1255,2.4189,1.1243,
1971-06-18,1.1256,2.4191,1.1244,
1971-06-21,1.1256,2.4191,1.1244,
1971-06-22,1.1255,2.419,1.1244,
1971-06-23,1.1258,2.4195,1.1246,
1971-06-24,1.1256,2.4191,1.1244,
1971-06-25,1.1256,2.4191,1.1244,
1971-06-28,1.1253,2.4185,1.1242,
1971-06-29,1.1255,2.419,1.1244,
1971-06-30,1.1258,2.4196,1.1246,
1971-07-01,1.1255,2.419,1.1243,
1971-07-02,1.1255,2.419,1.1243,
1971-07-05,,,,
1971-07-06,1.1251,2.4181,1.124,
1971-07-07,1.1254,2.4187,1.1242,
1971-07-08,1.1259,2.4185,1.1242,
1971-07-09,1.1252,2.4183,1.1241,
1971-07-12,1.1252,2.4182,1.124,
1971-07-13,1.1251,2.418,1.1239,
1971-07-14,1.1254,2.4187,1.1242,
1971-07-15,1.1254,2.4187,1.1242,
1971-07-16,1.1255,2.4189,1.1243,
1971-07-19,1.1252,2.4183,1.124,
1971-07-20,1.1251,2.4182,1.124,
1971-07-21,1.1255,2.4191,1.1244,
1971-07-22,1.1254,2.4188,1.1243,
1971-07-23,1.1255,2.419,1.1243,
1971-07-26,1.125,2.418,1.1239,
1971-07-27,1.125,2.4178,1.1238,
1971-07-28,1.1253,2.4185,1.1241,
1971-07-29,1.1253,2.4184,1.1241,
1971-07-30,1.1252,2.4184,1.1241,
1971-08-02,1.1248,2.4175,1.1237,
1971-08-03,1.1246,2.417,1.1235,
1971-08-04,1.1256,2.4193,1.1245,
1971-08-05,1.1242,2.4183,1.124,
1971-08-06,1.1253,2.4185,1.1241,
1971-08-09,1.1256,2.4192,1.1245,
1971-08-10,1.1254,2.4187,1.1242,
1971-08-11,1.1258,2.4197,1.1247,
1971-08-12,1.1258,2.4196,1.1246,
1971-08-13,1.1257,2.4195,1.1246,
1971-08-16,,,,
1971-08-17,,,,
1971-08-18,,,,
1971-08-19,,,,
1971-08-20,,,,
1971-08-23,1.133,2.435,1.1318,
1971-08-24,1.1375,2.4447,1.1363,
1971-08-25,1.144,2.4589,1.1428,
1971-08-26,1.1504,2.4723,1.1492,
1971-08-27,1.1489,2.4693,1.1478,
1971-08-30,1.1485,2.4677,1.1471,
1971-08-31,1.1417,2.4535,1.1406,
1971-09-01,1.142,2.4541,1.1409,
1971-09-02,1.1434,2.4576,1.1423,
1971-09-03,1.1445,2.459,1.1432,
1971-09-06,,,,
1971-09-07,1.1438,2.4583,1.1427,
1971-09-08,1.1439,2.4584,1.1427,
1971-09-09,1.144,2.4587,1.1428,
1971-09-10,1.1443,2.4592,1.1431,
1971-09-13,1.1447,2.4602,1.1435,
1971-09-14,1.1476,2.467,1.1465,
1971-09-15,1.1497,2.4709,1.1485,
1971-09-16,1.1497,2.471,1.1485,
1971-09-17,1.1501,2.472,1.149,
1971-09-20,1.1511,2.4743,1.15,
1971-09-21,1.1508,2.4733,1.1496,
1971-09-22,1.1511,2.474,1.15,
1971-09-23,1.1541,2.4805,1.153,
1971-09-24,1.1551,2.4825,1.1539,
1971-09-27,1.1541,2.4803,1.153,
1971-09-28,1.153,2.4782,1.1518,
1971-09-29,1.1557,2.4838,1.1545,
1971-09-30,1.156,2.4847,1.1549,
1971-10-01,1.1582,2.4892,1.157,
1971-10-04,1.158,2.4889,1.1569,
1971-10-05,1.1582,2.4894,1.1571,
1971-10-06,1.1577,2.4882,1.1567,
1971-10-07,1.1582,2.4894,1.1571,
1971-10-08,1.1586,2.4802,1.1574,
1971-10-11,,,,
1971-10-12,1.1583,2.4895,1.1572,
1971-10-13,1.1581,2.4891,1.157,
1971-10-14,1.1584,2.4806,1.1572,
1971-10-15,1.1581,2.4889,1.1569,
1971-10-18,1.1583,2.4894,1.1571,
1971-10-19,1.1582,2.4893,1.1571,
1971-10-20,1.1591,2.4912,1.1579,
1971-10-21,1.1595,2.4921,1.1584,
1971-10-22,1.1598,2.4927,1.1586,
1971-10-25,,,,
1971-10-26,1.1604,2.494,1.1592,
1971-10-27,1.1606,2.4945,1.1595,
1971-10-28,1.1603,2.4938,1.1592,
1971-10-29,1.1592,2.4914,1.158,
1971-11-01,1.1598,2.4927,1.1586,
1971-11-02,,,,
1971-11-03,1.16,2.493,1.1587,
1971-11-04,1.1598,2.4928,1.1587,
1971-11-05,1.1602,2.4936,1.159,
1971-11-08,1.16,2.4931,1.1588,
1971-11-09,1.1597,2.4926,1.1586,
1971-11-10,1.1597,2.4925,1.1586,
1971-11-11,1.1601,2.4934,1.1589,
1971-11-12,1.1603,2.4937,1.1591,
1971-11-15,1.16,2.493,1.1588,
1971-11-16,1.1599,2.4929,1.1587,
1971-11-17,1.1603,2.4938,1.1591,
1971-11-18,1.1602,2.4935,1.159,
1971-11-19,1.1603,2.4938,1.1592,
1971-11-22,1.1603,2.4937,1.1591,
1971-11-23,1.1604,2.4939,1.1592,
1971-11-24,1.1602,2.4935,1.159,
1971-11-25,,,,
1971-11-26,1.1603,2.4937,1.1591,
1971-11-29,1.1603,2.4938,1.1592,
1971-11-30,1.1603,2.4937,1.1591,
1971-12-01,1.1604,2.4939,1.1592,
1971-12-02,1.1599,2.493,1.1588,
1971-12-03,1.1625,2.4985,1.1613,
1971-12-06,1.1621,2.4978,1.161,
1971-12-07,1.1638,2.5011,1.1625,
1971-12-08,1.1669,2.5079,1.1657,
1971-12-09,1.1714,2.5175,1.1702,
1971-12-10,1.1717,2.5182,1.1704,
1971-12-13,1.172,2.519,1.1708,
1971-12-14,1.1722,2.5189,1.1708,
1971-12-15,1.172,2.5192,1.171,
1971-12-16,1.1724,2.5197,1.1712,
1971-12-17,1.1768,2.5292,1.1756,
1971-12-20,,,,
1971-12-21,,2.5537,,
1971-12-22,,2.5538,1.1871,
1971-12-23,,2.5485,1.1864,
1971-12-24,,2.5477,1.1871,
1971-12-27,,2.5482,1.1882,
1971-12-28,1.189,2.5473,1.1879,
1971-12-29,1.1892,2.5474,1.1888,
1971-12-30,1.1893,2.5536,1.1887,
1971-12-31,1.1913,2.552,1.1887,
1972-01-03,1.195,2.552,1.191,
1972-01-04,1.1915,2.5505,1.19,
1972-01-05,1.1925,2.551,1.1905,
1972-01-06,1.192,2.5502,1.1905,
1972-01-07,1.1925,2.5502,1.1905,
1972-01-10,1.1925,2.5498,1.1905,
1972-01-11,1.193,2.549,1.191,
1972-01-12,1.19,2.5504,1.19,
1972-01-13,1.195,2.5541,1.1915,
1972-01-14,1.198,2.572,1.193,
1972-01-17,1.196,2.585,1.192,
1972-01-18,1.196,2.58,1.192,
1972-01-19,1.195,2.5801,1.192,
1972-01-20,1.19,2.5815,1.188,
1972-01-21,1.192,2.5824,1.191,
1972-01-24,1.193,2.5873,1.1915,
1972-01-25,1.195,2.5903,1.1915,
1972-01-26,1.194,2.5894,1.191,
1972-01-27,1.193,2.5903,1.191,
1972-01-28,1.195,2.5914,1.191,
1972-01-31,1.195,2.5937,1.191,
1972-02-01,1.195,2.5998,1.191,
1972-02-02,1.195,2.6067,1.191,
1972-02-03,1.195,2.6046,1.191,
1972-02-04,1.195,2.6,1.191,
1972-02-07,1.195,2.6029,1.191,
1972-02-08,1.194,2.6037,1.191,
1972-02-09,1.195,2.605,1.191,
1972-02-10,1.1925,2.6059,1.191,
1972-02-11,1.1925,2.6055,1.191,
1972-02-14,1.1925,2.5952,1.191,
1972-02-15,1.1925,2.5937,1.191,
1972-02-16,1.1925,2.6045,1.191,
1972-02-17,1.194,2.605,1.191,
1972-02-18,1.1925,2.6055,1.191,
1972-02-21,,,,
1972-02-22,1.195,2.605,1.191,
1972-02-23,1.1925,2.6062,1.191,
1972-02-24,1.195,2.607,1.191,
1972-02-25,1.1925,2.6054,1.191,
1972-02-28,1.195,2.6057,1.191,
1972-02-29,1.195,2.6059,1.191,
1972-03-01,1.195,2.6058,1.191,
1972-03-02,1.195,2.6058,1.191,
1972-03-03,1.195,2.6077,1.191,
1972-03-06,1.192,2.6112,1.191,
1972-03-07,1.1925,2.6213,1.191,
1972-03-08,1.192,2.6257,1.191,
1972-03-09,1.1925,2.644,1.191,
1972-03-10,1.19,2.6409,1.191,
1972-03-13,1.195,2.6387,1.191,
1972-03-14,1.192,2.629,1.191,
1972-03-15,1.192,2.621,1.191,
1972-03-16,1.192,2.62,1.191,
1972-03-17,1.19,2.61,1.191,
1972-03-20,1.192,2.6105,1.191,
1972-03-21,1.192,2.6175,1.191,
1972-03-22,1.192,2.6168,1.191,
1972-03-23,1.192,2.6096,1.191,
1972-03-24,1.192,2.6065,1.191,
1972-03-27,1.192,2.6107,1.191,
1972-03-28,1.192,2.615,1.191,
1972-03-29,1.192,2.616,1.191,
1972-03-30,1.195,2.6152,1.191,
1972-03-31,1.198,2.6163,1.191,
1972-04-03,1.198,2.616,1.191,
1972-04-04,1.198,2.6128,1.191,
1972-04-05,1.192,2.612,1.191,
1972-04-06,1.192,2.6093,1.191,
1972-04-07,1.192,2.6088,1.191,
1972-04-10,1.195,2.6082,1.191,
1972-04-11,1.195,2.6115,1.191,
1972-04-12,1.195,2.6125,1.191,
1972-04-13,1.1925,2.6102,1.191,
1972-04-14,1.195,2.6086,1.191,
1972-04-17,1.195,2.6082,1.191,
1972-04-18,1.193,2.6068,1.191,
1972-04-19,1.193,2.6068,1.191,
1972-04-20,1.1925,2.6093,1.191,
1972-04-21,1.192,2.6084,1.191,
1972-04-24,1.193,2.6099,1.191,
1972-04-25,1.192,2.6111,1.191,
1972-04-26,1.1925,2.611,1.191,
1972-04-27,1.193,2.6116,1.191,
1972-04-28,1.1925,2.611,1.191,
1972-05-01,1.195,2.611,1.191,
1972-05-02,1.195,2.6108,1.191,
1972-05-03,1.195,2.6115,1.191,
1972-05-04,1.195,2.6112,1.191,
1972-05-05,1.195,2.6105,1.191,
1972-05-08,1.195,2.6107,1.191,
1972-05-09,1.195,2.6139,1.191,
1972-05-10,1.195,2.6152,1.191,
1972-05-11,1.1925,2.6128,1.191,
1972-05-12,1.1925,2.613,1.191,
1972-05-15,1.195,2.6122,1.191,
1972-05-16,1.195,2.6113,1.191,
1972-05-17,1.195,2.6136,1.191,
1972-05-18,1.194,2.6135,1.191,
1972-05-19,1.195,2.6132,1.191,
1972-05-22,1.195,2.6133,1.191,
1972-05-23,1.194,2.6128,1.191,
1972-05-24,1.194,2.6133,1.191,
1972-05-25,1.191,2.6116,1.191,
1972-05-26,1.191,2.6126,1.191,
1972-05-29,,,,
1972-05-30,1.191,2.6125,1.191,
1972-05-31,1.195,2.613,1.191,
1972-06-01,1.19,2.6125,1.191,
1972-06-02,1.196,2.6117,1.191,
1972-06-05,1.195,2.6114,1.191,
1972-06-06,1.195,2.6109,1.191,
1972-06-07,1.19,2.6115,1.191,
1972-06-08,1.19,2.6112,1.191,
1972-06-09,1.19,2.6112,1.191,
1972-06-12,1.19,2.607,1.191,
1972-06-13,1.191,2.6076,1.191,
1972-06-14,1.191,2.608,1.191,
1972-06-15,1.195,2.6008,1.191,
1972-06-16,1.19,2.5913,1.191,
1972-06-19,1.19,2.591,1.191,
1972-06-20,1.19,2.585,1.191,
1972-06-21,1.19,2.576,1.191,
1972-06-22,1.19,2.572,1.191,
1972-06-23,,2.5,,
1972-06-26,,2.5195,,
1972-06-27,,2.4925,,
1972-06-28,,2.485,,
1972-06-29,1.19,2.4635,1.191,
1972-06-30,1.19,2.441,1.191,
1972-07-03,1.192,2.421,1.191,
1972-07-04,,,,
1972-07-05,1.195,2.446,1.191,
1972-07-06,1.1935,2.4355,1.191,
1972-07-07,1.195,2.4385,1.191,
1972-07-10,1.194,2.442,1.191,
1972-07-11,1.193,2.441,1.191,
1972-07-12,1.194,2.4455,1.191,
1972-07-13,1.1925,2.4537,1.191,
1972-07-14,1.192,2.4465,1.191,
1972-07-17,1.195,2.4445,1.191,
1972-07-18,1.195,2.4445,1.191,
1972-07-19,1.1925,2.4455,1.191,
1972-07-20,1.1925,2.447,1.191,
1972-07-21,1.194,2.4505,1.191,
1972-07-24,1.1925,2.4458,1.191,
1972-07-25,1.194,2.4482,1.191,
1972-07-26,1.191,2.4483,1.191,
1972-07-27,1.19,2.4505,1.191,
1972-07-28,1.19,2.449,1.191,
1972-07-31,1.195,2.4498,1.191,
1972-08-01,1.194,2.4485,1.191,
1972-08-02,1.194,2.4505,1.191,
1972-08-03,1.194,2.4497,1.191,
1972-08-04,1.195,2.4505,1.191,
1972-08-07,1.194,2.4505,1.191,
1972-08-08,1.195,2.4527,1.194,
1972-08-09,1.193,2.454,1.191,
1972-08-10,1.194,2.4525,1.191,
1972-08-11,1.195,2.4522,1.191,
1972-08-14,1.195,2.4523,1.191,
1972-08-15,1.195,2.4534,1.191,
1972-08-16,1.193,2.4542,1.191,
1972-08-17,1.194,2.4523,1.191,
1972-08-18,1.194,2.4509,1.191,
1972-08-21,1.195,2.4498,1.191,
1972-08-22,1.195,2.4461,1.191,
1972-08-23,1.195,2.4476,1.191,
1972-08-24,1.195,2.446,1.191,
1972-08-25,1.195,2.4465,1.191,
1972-08-28,1.195,2.4464,1.191,
1972-08-29,1.195,2.4497,1.191,
1972-08-30,1.195,2.4509,1.191,
1972-08-31,1.195,2.4483,1.191,
1972-09-01,1.195,2.4489,1.191,
1972-09-04,,,,
1972-09-05,1.195,2.4485,1.191,
1972-09-06,1.195,2.4496,1.191,
1972-09-07,1.195,2.4485,1.191,
1972-09-08,1.195,2.4467,1.191,
1972-09-11,1.195,2.4464,1.191,
1972-09-12,1.195,2.4461,1.191,
1972-09-13,1.195,2.4472,1.191,
1972-09-14,1.1925,2.4476,1.191,
1972-09-15,1.1925,2.447,1.191,
1972-09-18,1.1925,2.4465,1.191,
1972-09-19,1.1915,2.4429,1.191,
1972-09-20,1.192,2.444,1.191,
1972-09-21,1.1925,2.4432,1.191,
1972-09-22,1.194,2.434,1.191,
1972-09-25,1.19,2.4329,1.191,
1972-09-26,1.19,2.4307,1.191,
1972-09-27,1.19,2.4284,1.191,
1972-09-28,1.194,2.4223,1.191,
1972-09-29,1.194,2.4195,1.191,
1972-10-02,1.194,2.4242,1.191,
1972-10-03,1.194,2.4231,1.191,
1972-10-04,1.1885,2.424,1.191,
1972-10-05,1.1885,2.4232,1.191,
1972-10-06,1.1925,2.4217,1.191,
1972-10-09,,,,
1972-10-10,1.1925,2.4191,1.191,
1972-10-11,1.1925,2.4204,1.191,
1972-10-12,1.1925,2.4185,1.191,
1972-10-13,1.1925,2.4179,1.191,
1972-10-16,1.19,2.4055,1.19,
1972-10-17,1.19,2.4074,1.19,
1972-10-18,1.19,2.408,1.19,
1972-10-19,1.19,2.3925,1.19,
1972-10-20,1.195,2.3926,1.19,
1972-10-23,,,,
1972-10-24,1.1925,2.3755,1.191,
1972-10-25,1.192,2.361,1.191,
1972-10-26,1.1925,2.344,1.191,
1972-10-27,1.195,2.346,1.191,
1972-10-30,1.1925,2.33,1.19,
1972-10-31,1.194,2.3405,1.191,
1972-11-01,1.199,2.3565,1.191,
1972-11-02,1.198,2.3532,1.191,
1972-11-03,1.194,2.345,1.191,
1972-11-06,1.194,2.3565,1.191,
1972-11-07,,,,
1972-11-08,1.194,2.351,1.191,
1972-11-09,1.194,2.3447,1.191,
1972-11-10,1.194,2.348,1.191,
1972-11-13,1.1925,2.349,1.191,
1972-11-14,1.192,2.3504,1.191,
1972-11-15,1.194,2.3554,1.191,
1972-11-16,1.1935,2.3595,1.191,
1972-11-17,1.194,2.3504,1.191,
1972-11-20,1.195,2.351,1.19,
1972-11-21,1.1935,2.3518,1.191,
1972-11-22,1.194,2.3509,1.191,
1972-11-23,,,,
1972-11-24,1.195,2.3498,1.19,
1972-11-27,1.195,2.3506,1.191,
1972-11-28,1.195,2.3519,1.191,
1972-11-29,1.195,2.3528,1.191,
1972-11-30,1.195,2.3522,1.191,
1972-12-01,1.195,2.3474,1.191,
1972-12-04,1.195,2.3478,1.191,
1972-12-05,1.195,2.3446,1.191,
1972-12-06,1.195,2.3443,1.191,
1972-12-07,1.195,2.3405,1.191,
1972-12-08,1.1945,2.3432,1.191,
1972-12-11,1.195,2.338,1.191,
1972-12-12,1.195,2.3381,1.191,
1972-12-13,1.195,2.34,1.191,
1972-12-14,1.196,2.3415,1.191,
1972-12-15,1.196,2.347,1.191,
1972-12-18,1.195,2.3478,1.191,
1972-12-19,1.197,2.3438,1.191,
1972-12-20,1.194,2.3462,1.191,
1972-12-21,1.196,2.3447,1.191,
1972-12-22,1.196,2.3475,1.191,
1972-12-25,,,,
1972-12-26,1.196,2.3486,1.2726,
1972-12-27,1.196,2.3504,1.273,
1972-12-28,1.195,2.3476,1.273,
1972-12-29,1.195,2.348,1.2732,
1973-01-01,,,,
1973-01-02,1.195,2.3472,1.2732,
1973-01-03,1.195,2.3487,1.273,
1973-01-04,1.194,2.3503,1.273,
1973-01-05,1.195,2.3517,1.273,
1973-01-08,1.198,2.351,1.273,
1973-01-09,1.195,2.3514,1.273,
1973-01-10,1.195,2.3525,1.273,
1973-01-11,1.195,2.3513,1.271,
1973-01-12,1.195,2.3518,1.271,
1973-01-15,1.195,2.3509,1.271,
1973-01-16,1.195,2.3509,1.271,
1973-01-17,1.195,2.3527,1.271,
1973-01-18,1.195,2.3531,1.271,
1973-01-19,1.195,2.3525,1.271,
1973-01-22,1.197,2.3535,1.271,
1973-01-23,1.195,2.3553,1.271,
1973-01-24,1.195,2.3595,1.271,
1973-01-25,1.195,2.3605,1.271,
1973-01-26,1.195,2.361,1.271,
1973-01-29,1.195,2.371,1.271,
1973-01-30,1.195,2.379,1.271,
1973-01-31,1.195,2.3817,1.271,
1973-02-01,1.195,2.3871,1.271,
1973-02-02,1.195,2.364,1.271,
1973-02-05,1.195,2.3808,1.271,
1973-02-06,1.195,2.379,1.271,
1973-02-07,1.195,2.383,1.271,
1973-02-08,1.195,2.3828,1.271,
1973-02-09,1.195,2.3818,1.271,
1973-02-12,,,,
1973-02-13,,2.44,,
1973-02-14,1.32,2.47,1.415,
1973-02-15,1.32,2.45,1.417,
1973-02-16,1.32,2.4331,1.417,
1973-02-19,,,,
1973-02-20,1.3205,2.4385,1.417,
1973-02-21,1.3205,2.442,1.41,
1973-02-22,1.3207,2.461,1.41,
1973-02-23,1.32,2.474,1.41,
1973-02-26,1.3205,2.465,1.415,
1973-02-27,1.3205,2.468,1.41,
1973-02-28,1.3208,2.49,1.41,
1973-03-01,1.321,2.5,1.41,
1973-03-02,,2.5,,
1973-03-05,,2.447,1.4191,
1973-03-06,1.33,2.462,1.42,
1973-03-07,1.33,2.472,1.42,
1973-03-08,1.3215,2.473,1.41,
1973-03-09,1.31,2.4705,1.412,
1973-03-12,1.32,2.47,1.41,
1973-03-13,1.32,2.4685,1.41,
1973-03-14,1.32,2.464,1.41,
1973-03-15,1.32,2.464,1.41,
1973-03-16,1.32,2.457,1.41,
1973-03-19,1.32,2.46,1.41,
1973-03-20,1.32,2.4665,1.41,
1973-03-21,1.32,2.4737,1.41,
1973-03-22,1.32,2.474,1.41,
1973-03-23,1.32,2.4737,1.415,
1973-03-26,1.32,2.4767,1.415,
1973-03-27,1.325,2.4814,1.415,
1973-03-28,1.3296,2.4814,1.415,
1973-03-29,1.3275,2.482,1.415,
1973-03-30,1.3275,2.4755,1.415,
1973-04-02,1.325,2.4776,1.415,
1973-04-03,1.3275,2.4762,1.415,
1973-04-04,1.326,2.4814,1.415,
1973-04-05,1.326,2.4825,1.415,
1973-04-06,1.326,2.483,1.415,
1973-04-09,1.326,2.4837,1.415,
1973-04-10,1.327,2.4867,1.415,
1973-04-11,1.34,2.4878,1.415,
1973-04-12,1.34,2.4834,1.415,
1973-04-13,1.34,2.4805,1.415,
1973-04-16,1.34,2.4822,1.415,
1973-04-17,1.33,2.4845,1.415,
1973-04-18,1.33,2.4823,1.415,
1973-04-19,1.33,2.4837,1.415,
1973-04-20,1.33,2.4848,1.415,
1973-04-23,1.33,2.4845,1.415,
1973-04-24,1.325,2.4836,1.415,
1973-04-25,1.325,2.488,1.415,
1973-04-26,1.325,2.4863,1.415,
1973-04-27,1.325,2.4867,1.415,
1973-04-30,1.335,2.489,1.415,
1973-05-01,1.334,2.4883,1.415,
1973-05-02,1.332,2.4935,1.415,
1973-05-03,1.321,2.4893,1.415,
1973-05-04,1.325,2.4896,1.415,
1973-05-07,1.3205,2.4913,1.415,
1973-05-08,1.3215,2.4984,1.415,
1973-05-09,1.324,2.5044,1.415,
1973-05-10,1.325,2.5055,1.415,
1973-05-11,1.325,2.511,1.415,
1973-05-14,1.33,2.539,1.415,
1973-05-15,1.3207,2.564,1.415,
1973-05-16,1.3205,2.5435,1.415,
1973-05-17,1.3205,2.547,1.415,
1973-05-18,1.3205,2.5505,1.415,
1973-05-21,1.3207,2.5695,1.415,
1973-05-22,1.3207,2.5605,1.415,
1973-05-23,1.3207,2.5555,1.415,
1973-05-24,1.3207,2.546,1.415,
1973-05-25,1.3205,2.5395,1.415,
1973-05-28,,,,
1973-05-29,1.325,2.556,1.415,
1973-05-30,1.325,2.5645,1.415,
1973-05-31,1.3207,2.5661,1.415,
1973-06-01,1.335,2.573,1.415,
1973-06-04,1.3375,2.583,1.415,
1973-06-05,1.335,2.58,1.415,
1973-06-06,1.325,2.57,1.415,
1973-06-07,1.325,2.573,1.415,
1973-06-08,1.325,2.574,1.415,
1973-06-11,1.325,2.5725,1.415,
1973-06-12,1.325,2.5742,1.415,
1973-06-13,1.325,2.573,1.415,
1973-06-14,1.3205,2.577,1.415,
1973-06-15,1.3205,2.58,1.415,
1973-06-18,1.3205,2.581,1.415,
1973-06-19,1.3205,2.571,1.415,
1973-06-20,1.3205,2.574,1.415,
1973-06-21,1.3205,2.573,1.415,
1973-06-22,1.3205,2.574,1.421,
1973-06-25,1.3205,2.575,1.419,
1973-06-26,1.3205,2.577,1.419,
1973-06-27,1.3205,2.5805,1.4175,
1973-06-28,1.3205,2.583,1.415,
1973-06-29,1.3205,2.581,1.4155,
1973-07-02,1.3205,2.5802,1.42,
1973-07-03,1.3205,2.579,1.4125,
1973-07-04,,,,
1973-07-05,1.3205,2.5735,1.415,
1973-07-06,1.33,2.5575,1.42,
1973-07-09,1.377,2.558,1.42,
1973-07-10,1.37,2.547,1.42,
1973-07-11,1.37,2.547,1.4175,
1973-07-12,1.352,2.5443,1.4175,
1973-07-13,1.3525,2.542,1.4175,
1973-07-16,1.36,2.5465,1.4175,
1973-07-17,1.33,2.544,1.42,
1973-07-18,1.37,2.5445,1.42,
